epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,3.8806441362201456,3.73803475588688,0.0,0.01,0.64,0.395,0.16,0.085,0.07,0.025,0.24,0.12
2,3.1529102484916764,3.051529960059301,0.0,0.05,0.765,0.635,0.37,0.175,0.125,0.085,0.425,0.29
3,2.676662512504479,2.606802803252388,0.0,0.06,0.84,0.655,0.465,0.235,0.175,0.11,0.505,0.34
4,2.3436329369333104,2.3467288974017033,0.0,0.085,0.875,0.705,0.49,0.29,0.2,0.165,0.59,0.43
5,2.0673167806917894,2.1829885940183384,0.0,0.09,0.88,0.7,0.505,0.3,0.255,0.155,0.605,0.445
6,1.8196734637662775,2.087803159660536,0.0,0.1,0.86,0.73,0.555,0.305,0.245,0.16,0.64,0.46
7,1.5973007450591306,2.0539428087774776,0.0,0.095,0.88,0.71,0.505,0.305,0.24,0.16,0.63,0.465
8,1.3958405537065341,2.060772166231671,0.0,0.1,0.84,0.69,0.535,0.295,0.255,0.16,0.605,0.46
9,1.2115284170594103,2.1051459199880838,0.0,0.085,0.85,0.715,0.51,0.29,0.225,0.135,0.615,0.46
10,1.046859822914581,2.1749747106445705,0.0,0.08,0.885,0.725,0.555,0.29,0.21,0.14,0.595,0.47
11,0.9060218747984663,2.2628425907167755,0.0,0.09,0.87,0.66,0.49,0.265,0.22,0.145,0.565,0.43
12,0.7941619131733685,2.361137126136747,0.0,0.095,0.825,0.67,0.56,0.29,0.245,0.125,0.585,0.445
13,0.6978040402635,2.449863692209956,0.0,0.09,0.825,0.72,0.505,0.305,0.185,0.14,0.565,0.435
14,0.6249465826121006,2.524645994661192,0.0,0.115,0.855,0.655,0.45,0.295,0.21,0.195,0.575,0.455
15,0.5656636187435621,2.593632386989348,0.0,0.105,0.825,0.67,0.555,0.295,0.23,0.155,0.575,0.425
16,0.5154754662351407,2.6290924467242327,0.0,0.105,0.85,0.705,0.5,0.305,0.25,0.165,0.58,0.455
17,0.4675419883641454,2.63378173291939,0.0,0.115,0.855,0.72,0.505,0.305,0.235,0.17,0.555,0.445
