epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,8.460960206677838,7.816832524079543,0.0,0.005,0.545,0.205,0.095,0.025,0.02,0.005,0.09,0.06
2,5.172647796138641,5.572539531267607,0.0,0.005,0.48,0.245,0.08,0.025,0.015,0.01,0.115,0.055
3,5.042860928402152,5.041785827049842,0.0,0.005,0.455,0.28,0.1,0.025,0.01,0.01,0.11,0.055
4,4.977299979425246,4.913069349068862,0.0,0.005,0.435,0.25,0.09,0.025,0.03,0.005,0.11,0.055
5,4.700037976746918,4.87547349012815,0.0,0.005,0.535,0.24,0.095,0.03,0.025,0.005,0.105,0.065
6,4.208620392378941,4.783421837366545,0.0,0.015,0.7,0.485,0.225,0.095,0.07,0.02,0.28,0.155
7,3.882813463928879,4.5474846087969265,0.0,0.04,0.845,0.655,0.465,0.225,0.175,0.085,0.5,0.375
8,3.6027715154873428,4.278607290524703,0.0,0.13,0.915,0.775,0.555,0.345,0.285,0.175,0.63,0.465
9,3.25758761026526,4.059713675425603,0.0,0.15,0.895,0.74,0.605,0.405,0.325,0.23,0.655,0.54
10,2.806524487977387,3.960342448491317,0.0,0.185,0.92,0.805,0.6,0.45,0.35,0.26,0.685,0.585
11,2.2791719831446167,4.011392116546631,0.0,0.19,0.89,0.81,0.625,0.43,0.37,0.255,0.71,0.575
12,1.7271475899604058,4.21311073578321,0.0,0.185,0.925,0.795,0.62,0.42,0.38,0.295,0.695,0.53
13,1.2502187895518477,4.559749319003179,0.0,0.19,0.91,0.825,0.62,0.41,0.36,0.255,0.67,0.52
14,0.9085551914348398,5.026862942255461,0.0,0.175,0.9,0.82,0.605,0.395,0.33,0.27,0.695,0.52
15,0.678323874550481,5.556299805641174,0.0,0.175,0.92,0.765,0.595,0.375,0.32,0.235,0.685,0.515
16,0.547260590073883,6.074780968519358,0.0,0.175,0.885,0.79,0.615,0.36,0.335,0.245,0.7,0.51
17,0.45659825785826613,6.537222999792832,0.0,0.175,0.905,0.765,0.6,0.355,0.285,0.21,0.68,0.505
18,0.3981638808404246,6.9187359259678765,0.0,0.16,0.92,0.8,0.595,0.345,0.29,0.21,0.625,0.485
19,0.35815690980162673,7.198441294523386,0.0,0.155,0.905,0.77,0.575,0.34,0.28,0.19,0.665,0.485
20,0.3344997581294788,7.418401984068064,0.0,0.155,0.87,0.77,0.62,0.34,0.28,0.22,0.66,0.505
