epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,4.6754915532004135,4.350619498240589,0.0,0.075,0.84,0.69,0.46,0.225,0.18,0.105,0.485,0.375
2,4.334800836861105,4.225717979439338,0.0,0.09,0.9,0.695,0.48,0.265,0.215,0.125,0.585,0.375
3,4.24496062646001,4.1794064970998805,0.0,0.095,0.9,0.73,0.505,0.265,0.2,0.145,0.55,0.385
4,4.191694572902557,4.154517515022867,0.0,0.065,0.86,0.65,0.415,0.24,0.175,0.12,0.51,0.355
5,4.154362832195612,4.136177593546364,0.0,0.085,0.865,0.65,0.5,0.245,0.195,0.13,0.525,0.35
6,4.126372823747105,4.120785283940033,0.0,0.085,0.845,0.72,0.425,0.24,0.205,0.11,0.535,0.345
7,4.1047888946943285,4.110617914424945,0.0,0.09,0.82,0.605,0.465,0.22,0.16,0.115,0.535,0.345
8,4.084989713528939,4.102605878027724,0.0,0.08,0.88,0.685,0.44,0.22,0.2,0.115,0.545,0.35
9,4.069062165364203,4.096661937594925,0.0,0.07,0.825,0.655,0.435,0.24,0.175,0.11,0.535,0.34
10,4.055618684427396,4.093698508749704,0.0,0.085,0.85,0.695,0.44,0.245,0.19,0.115,0.505,0.35
11,4.045225951014326,4.087667215535569,0.0,0.07,0.845,0.715,0.475,0.23,0.165,0.095,0.51,0.365
12,4.033839241147212,4.08571400458209,0.0,0.08,0.835,0.69,0.455,0.24,0.18,0.115,0.515,0.355
13,4.023434031824148,4.0847559578940595,0.0,0.09,0.815,0.645,0.455,0.255,0.215,0.11,0.54,0.355
14,4.014515284083987,4.0807911065515015,0.0,0.08,0.835,0.585,0.45,0.25,0.165,0.14,0.51,0.38
15,4.005837571831679,4.080634972056606,0.0,0.085,0.815,0.605,0.41,0.24,0.16,0.12,0.51,0.37
16,3.9997611193353912,4.078459750940872,0.0,0.08,0.84,0.71,0.455,0.245,0.16,0.14,0.53,0.355
17,3.992519114841073,4.07497340824471,0.0,0.09,0.82,0.67,0.465,0.26,0.22,0.155,0.5,0.35
18,3.98695475748721,4.074828235888174,0.0,0.07,0.885,0.69,0.47,0.235,0.185,0.12,0.525,0.37
19,3.981011158190899,4.0747765778471985,0.0,0.095,0.815,0.66,0.46,0.25,0.19,0.12,0.545,0.35
20,3.9755984391541896,4.071974478566084,0.0,0.085,0.85,0.685,0.485,0.255,0.19,0.13,0.545,0.35
21,3.9687850580110653,4.071591562979211,0.0,0.09,0.79,0.65,0.505,0.255,0.22,0.14,0.555,0.375
22,3.964529093463513,4.070432531475509,0.0,0.075,0.865,0.655,0.485,0.26,0.215,0.115,0.53,0.365
23,3.9598281524765735,4.0713650223523254,0.0,0.1,0.845,0.7,0.46,0.27,0.205,0.13,0.53,0.37
24,3.9549874825393303,4.071081497638522,0.0,0.09,0.815,0.64,0.43,0.255,0.195,0.14,0.5,0.39
25,3.951099856185731,4.069840309957578,0.0,0.1,0.835,0.645,0.405,0.245,0.19,0.155,0.5,0.345
26,3.947150049913573,4.0691107051055315,0.0,0.075,0.845,0.68,0.49,0.24,0.22,0.115,0.555,0.355
27,3.942801746921111,4.068062035822561,0.0,0.095,0.83,0.63,0.43,0.24,0.175,0.125,0.51,0.335
28,3.939965221224592,4.069069631109934,0.0,0.085,0.885,0.705,0.485,0.235,0.19,0.115,0.49,0.375
29,3.937506537373648,4.068826106996496,0.0,0.09,0.86,0.695,0.435,0.22,0.205,0.11,0.51,0.35
30,3.9326091809985857,4.068638361574754,0.0,0.095,0.82,0.645,0.445,0.245,0.215,0.13,0.5,0.355
31,3.929216564755319,4.068595779300248,0.0,0.08,0.845,0.675,0.45,0.245,0.195,0.115,0.465,0.355
32,3.9263852043580165,4.0688476593197676,0.0,0.085,0.875,0.665,0.44,0.235,0.205,0.135,0.51,0.355
33,3.92301438040444,4.069369988380072,0.0,0.075,0.85,0.66,0.45,0.26,0.215,0.115,0.52,0.335
34,3.9201348936278686,4.069375699170157,0.0,0.09,0.83,0.61,0.45,0.225,0.215,0.125,0.495,0.325
35,3.9187287512545486,4.069596208216295,0.0,0.09,0.87,0.63,0.45,0.235,0.205,0.135,0.49,0.325
36,3.9151699379535025,4.069938555807515,0.0,0.095,0.805,0.64,0.48,0.23,0.205,0.135,0.495,0.33
37,3.913545935107257,4.070081457559643,0.0,0.09,0.835,0.665,0.435,0.235,0.185,0.14,0.49,0.32
