epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,4.333201106146235,4.341572060544267,0.0,0.015,0.705,0.42,0.24,0.075,0.08,0.03,0.28,0.135
2,3.8131274126227908,3.8040937419630523,0.0,0.065,0.83,0.615,0.36,0.24,0.165,0.115,0.445,0.335
3,3.5884615495145664,3.5771881392878346,0.0,0.075,0.835,0.635,0.43,0.245,0.22,0.125,0.51,0.365
4,3.4019530890776597,3.404696920998076,0.0,0.07,0.86,0.675,0.46,0.29,0.19,0.125,0.49,0.39
5,3.2421718076811694,3.255518544433463,0.0,0.085,0.84,0.625,0.485,0.26,0.21,0.14,0.525,0.395
6,3.107167556682463,3.1422611729711547,0.0,0.1,0.86,0.695,0.485,0.275,0.185,0.14,0.51,0.4
7,2.990190653682439,3.0558229042933536,0.0,0.1,0.87,0.695,0.49,0.27,0.21,0.165,0.5,0.41
8,2.888625350554632,3.0048299630482993,0.0,0.11,0.875,0.665,0.515,0.25,0.245,0.165,0.545,0.4
9,2.80216766748556,2.944139081188756,0.0,0.11,0.84,0.68,0.475,0.28,0.215,0.155,0.545,0.415
10,2.722593538847754,2.9198083877563477,0.0,0.115,0.865,0.63,0.455,0.25,0.205,0.175,0.51,0.385
11,2.655465052187101,2.9124421828832383,0.0,0.115,0.845,0.73,0.545,0.275,0.245,0.16,0.505,0.385
12,2.591680520807124,2.8711503713558884,0.0,0.11,0.88,0.715,0.445,0.26,0.235,0.155,0.535,0.365
13,2.534731820938008,2.8588032946627364,0.0,0.105,0.835,0.675,0.47,0.27,0.195,0.165,0.505,0.42
14,2.4781464121765664,2.8624236206723075,0.0,0.11,0.91,0.66,0.48,0.265,0.215,0.14,0.555,0.39
15,2.429094710723848,2.8093005704064655,0.0,0.1,0.82,0.71,0.455,0.265,0.19,0.14,0.495,0.37
16,2.380526263444875,2.834993378728883,0.0,0.105,0.87,0.745,0.445,0.27,0.19,0.13,0.53,0.39
17,2.3329274211057514,2.8488629261652627,0.0,0.105,0.84,0.68,0.445,0.265,0.21,0.145,0.505,0.355
18,2.2953052836440033,2.86508429559887,0.0,0.105,0.86,0.72,0.475,0.305,0.215,0.14,0.55,0.395
19,2.257078432900044,2.8372516764534845,0.0,0.105,0.835,0.65,0.505,0.27,0.21,0.155,0.53,0.37
20,2.220448722916853,2.902477451878735,0.0,0.105,0.87,0.69,0.485,0.27,0.23,0.145,0.52,0.405
21,2.1905131876810557,2.863150088196127,0.0,0.12,0.835,0.685,0.505,0.27,0.225,0.14,0.53,0.41
22,2.154025126369688,2.910496022966173,0.0,0.105,0.775,0.635,0.445,0.235,0.195,0.15,0.515,0.385
23,2.1219673847377187,2.925619530881572,0.0,0.1,0.855,0.715,0.515,0.28,0.24,0.145,0.62,0.44
24,2.089963863616236,2.8675632405484843,0.0,0.105,0.89,0.69,0.49,0.295,0.235,0.155,0.57,0.42
25,2.068981793027079,2.8691690151508036,0.0,0.09,0.855,0.65,0.43,0.24,0.23,0.13,0.555,0.385
