epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,5.3584944294345,5.352911509000338,0.0,0.02,0.68,0.475,0.215,0.07,0.085,0.03,0.25,0.15
2,4.386903983290478,5.374234254543598,0.0,0.035,0.855,0.65,0.46,0.22,0.13,0.105,0.475,0.35
3,4.059988743771789,4.598644430820759,0.0,0.055,0.91,0.725,0.57,0.34,0.24,0.11,0.595,0.42
4,3.8286727905273437,4.295707665956938,0.0,0.085,0.92,0.83,0.605,0.375,0.225,0.17,0.63,0.48
5,3.655781739245179,4.142965390132024,0.0,0.115,0.915,0.75,0.62,0.375,0.285,0.17,0.705,0.515
6,3.513893236139769,4.051228468234722,0.0,0.11,0.9,0.82,0.64,0.385,0.29,0.17,0.71,0.565
7,3.392875510902815,3.9950421635921183,0.0,0.115,0.905,0.74,0.605,0.405,0.34,0.21,0.715,0.54
8,3.292317444791076,3.9614956012138953,0.0,0.13,0.91,0.82,0.59,0.435,0.305,0.18,0.775,0.57
9,3.2094536299346594,3.943953725007864,0.0,0.12,0.94,0.825,0.65,0.44,0.305,0.19,0.74,0.61
10,3.1330112580330143,3.938417526391836,0.0,0.12,0.895,0.805,0.645,0.45,0.365,0.205,0.755,0.61
11,3.0574831249893353,3.940782606601715,0.0,0.14,0.895,0.805,0.67,0.415,0.335,0.23,0.73,0.61
12,2.9954414142075407,3.9486811390289893,0.0,0.145,0.905,0.785,0.66,0.445,0.325,0.225,0.72,0.62
13,2.9390959488448276,3.9605923982766957,0.0,0.15,0.92,0.78,0.67,0.445,0.35,0.23,0.75,0.605
14,2.8843617752034176,3.974742362132439,0.0,0.165,0.915,0.805,0.655,0.455,0.34,0.26,0.725,0.59
15,2.820357539064141,3.995658562733577,0.0,0.16,0.91,0.8,0.595,0.48,0.32,0.265,0.735,0.605
16,2.77891413165677,4.0130105431263265,0.0,0.16,0.87,0.78,0.66,0.48,0.355,0.22,0.735,0.605
17,2.736705585705337,4.033385143830226,0.0,0.165,0.895,0.78,0.645,0.45,0.34,0.25,0.745,0.59
18,2.693125759145265,4.0538632823870735,0.0,0.18,0.895,0.81,0.585,0.48,0.37,0.26,0.73,0.59
19,2.6578999319384176,4.067652225494385,0.0,0.185,0.925,0.83,0.655,0.465,0.35,0.275,0.705,0.615
20,2.6146901725440896,4.0854726663002605,0.0,0.175,0.915,0.805,0.61,0.445,0.34,0.255,0.72,0.595
