epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,4.721029960533904,4.363745519020015,0.0,0.055,0.81,0.655,0.425,0.245,0.185,0.095,0.525,0.325
2,4.3498188755584,4.239553035073015,0.0,0.06,0.845,0.705,0.41,0.21,0.155,0.1,0.475,0.335
3,4.258637327243424,4.194096359060557,0.0,0.06,0.825,0.69,0.43,0.22,0.165,0.095,0.51,0.335
4,4.204411661801473,4.166089167922351,0.0,0.055,0.825,0.655,0.445,0.2,0.15,0.085,0.47,0.345
5,4.168185584976864,4.148611773748766,0.0,0.065,0.845,0.64,0.425,0.195,0.15,0.09,0.455,0.305
6,4.1386183402325285,4.135822718747184,0.0,0.075,0.825,0.68,0.415,0.205,0.155,0.11,0.445,0.32
7,4.116984197470313,4.127209908460855,0.0,0.045,0.83,0.61,0.44,0.21,0.16,0.095,0.525,0.3
8,4.097570651521878,4.116590993087179,0.0,0.06,0.83,0.64,0.38,0.215,0.155,0.07,0.485,0.325
9,4.081307758227866,4.110406107145318,0.0,0.05,0.85,0.63,0.4,0.215,0.145,0.15,0.475,0.305
10,4.065991585868657,4.107008877741932,0.0,0.055,0.865,0.655,0.415,0.2,0.18,0.085,0.46,0.3
11,4.0559328998382504,4.101455759592834,0.0,0.05,0.855,0.68,0.415,0.205,0.17,0.095,0.47,0.34
12,4.045119521439047,4.098769396159782,0.0,0.05,0.81,0.65,0.435,0.2,0.14,0.115,0.48,0.3
13,4.035053167682599,4.095843163682668,0.0,0.05,0.82,0.695,0.455,0.205,0.17,0.105,0.47,0.345
14,4.025190456655113,4.094123862843657,0.0,0.04,0.815,0.61,0.435,0.2,0.185,0.11,0.445,0.325
15,4.016810384140707,4.092168348541588,0.0,0.03,0.835,0.65,0.4,0.215,0.17,0.095,0.435,0.315
16,4.010476888393707,4.091286649008166,0.0,0.06,0.825,0.69,0.43,0.215,0.16,0.105,0.465,0.345
17,4.00288085531972,4.0896955580158805,0.0,0.05,0.785,0.61,0.38,0.21,0.15,0.115,0.475,0.33
18,3.9968275192874048,4.08878679592722,0.0,0.055,0.85,0.66,0.405,0.19,0.125,0.1,0.44,0.325
19,3.9911433457758685,4.087952759644504,0.0,0.06,0.835,0.675,0.42,0.2,0.17,0.105,0.44,0.335
20,3.9869590351812816,4.086615380811077,0.0,0.055,0.82,0.61,0.405,0.205,0.145,0.1,0.48,0.37
21,3.979868159189329,4.085532267717844,0.0,0.06,0.805,0.635,0.435,0.2,0.18,0.105,0.51,0.32
22,3.976273889810459,4.084812257934537,0.0,0.055,0.82,0.655,0.435,0.215,0.185,0.095,0.5,0.305
23,3.9692850148797434,4.085783658621137,0.0,0.055,0.83,0.64,0.43,0.21,0.18,0.115,0.475,0.345
24,3.965784668409819,4.085919630885636,0.0,0.055,0.835,0.665,0.41,0.2,0.16,0.09,0.455,0.335
25,3.9625120151572633,4.085185578964299,0.0,0.05,0.805,0.625,0.425,0.19,0.175,0.095,0.455,0.31
26,3.9575215316080783,4.083781339579898,0.0,0.055,0.805,0.65,0.4,0.21,0.17,0.08,0.48,0.31
27,3.9537307577046605,4.083454711242807,0.0,0.06,0.84,0.645,0.4,0.18,0.135,0.11,0.45,0.33
28,3.9507578940580634,4.0834406496629185,0.0,0.06,0.845,0.635,0.415,0.195,0.17,0.08,0.495,0.35
29,3.9478790045809755,4.083934505609995,0.0,0.06,0.875,0.67,0.395,0.195,0.13,0.11,0.45,0.305
30,3.94401947596514,4.083351208416689,0.0,0.05,0.815,0.605,0.405,0.205,0.175,0.09,0.455,0.32
31,3.9399724110882643,4.083646350152502,0.0,0.045,0.84,0.64,0.41,0.195,0.155,0.095,0.465,0.305
32,3.9383429149321487,4.082434407119587,0.0,0.05,0.815,0.655,0.42,0.205,0.165,0.075,0.485,0.315
33,3.9341490455523553,4.083210728199186,0.0,0.045,0.81,0.665,0.385,0.21,0.14,0.105,0.495,0.33
34,3.93159561446564,4.082899164232574,0.0,0.055,0.825,0.64,0.445,0.19,0.155,0.105,0.465,0.33
35,3.929990947104161,4.08299234343189,0.0,0.05,0.87,0.655,0.41,0.21,0.18,0.085,0.465,0.325
36,3.92661017017164,4.082688543417935,0.0,0.05,0.825,0.645,0.465,0.19,0.16,0.1,0.475,0.315
37,3.9245745172582627,4.082519257529099,0.0,0.045,0.79,0.635,0.39,0.195,0.18,0.085,0.475,0.32
38,3.9207780416423033,4.082426945538992,0.0,0.055,0.84,0.62,0.42,0.185,0.145,0.105,0.47,0.325
39,3.9204505237163794,4.082711958578217,0.0,0.07,0.825,0.67,0.45,0.225,0.19,0.1,0.47,0.34
40,3.9164870547382558,4.082306151226355,0.0,0.045,0.825,0.64,0.415,0.195,0.15,0.095,0.475,0.295
41,3.916554278411537,4.082792607499806,0.0,0.04,0.86,0.625,0.415,0.2,0.155,0.11,0.475,0.34
42,3.913003157897253,4.0821462516620945,0.0,0.04,0.775,0.59,0.42,0.19,0.185,0.095,0.475,0.335
43,3.910827778254863,4.083251624659919,0.0,0.045,0.84,0.65,0.44,0.195,0.16,0.085,0.48,0.325
44,3.9103361788515945,4.0828302418213545,0.0,0.06,0.835,0.65,0.41,0.215,0.15,0.11,0.5,0.34
45,3.908237301443276,4.082307538249462,0.0,0.06,0.805,0.625,0.395,0.2,0.17,0.09,0.465,0.345
46,3.905673928085378,4.081853953553884,0.0,0.05,0.81,0.665,0.425,0.2,0.14,0.11,0.47,0.35
47,3.9037598728051437,4.082310743086328,0.0,0.055,0.82,0.595,0.4,0.175,0.2,0.1,0.465,0.32
48,3.9025898416020683,4.08390317812498,0.0,0.055,0.805,0.64,0.435,0.195,0.17,0.11,0.49,0.31
49,3.8985540951146955,4.083910243193991,0.0,0.055,0.805,0.665,0.395,0.195,0.16,0.09,0.495,0.315
50,3.8985710003930762,4.082977600363702,0.0,0.045,0.81,0.65,0.435,0.205,0.11,0.075,0.46,0.325
51,3.8966424591052604,4.083625709038436,0.0,0.05,0.875,0.635,0.4,0.19,0.155,0.1,0.49,0.305
52,3.8969337391728027,4.082766471502607,0.0,0.06,0.77,0.62,0.39,0.18,0.155,0.11,0.465,0.33
53,3.893675675132431,4.082670482954754,0.0,0.05,0.82,0.63,0.43,0.18,0.14,0.09,0.48,0.34
54,3.892108931589286,4.083455543149694,0.0,0.06,0.805,0.67,0.405,0.185,0.155,0.105,0.475,0.315
55,3.890677367336603,4.082775385594675,0.0,0.045,0.835,0.605,0.39,0.18,0.135,0.085,0.485,0.31
56,3.8917333414494224,4.0824349612125514,0.0,0.045,0.83,0.605,0.425,0.195,0.14,0.11,0.48,0.34
