epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,87.51883304554929,70.60713731325589,0.0,0.005,0.5,0.21,0.1,0.025,0.015,0.005,0.095,0.055
2,71.82461145052346,62.486428847679726,0.0,0.005,0.53,0.275,0.085,0.025,0.015,0.01,0.095,0.055
3,62.68782380627048,56.95424674107478,0.0,0.005,0.52,0.22,0.09,0.025,0.035,0.01,0.095,0.04
4,56.10049243229692,53.16588335770827,0.0,0.005,0.53,0.235,0.11,0.02,0.03,0.005,0.105,0.05
5,51.10901014266476,49.17277585543119,0.0,0.005,0.505,0.255,0.1,0.025,0.03,0.005,0.105,0.05
6,46.04577882828251,45.834832851703354,0.0,0.005,0.525,0.255,0.09,0.03,0.02,0.01,0.12,0.06
7,41.91905150464786,42.50739178290734,0.0,0.005,0.525,0.275,0.11,0.025,0.015,0.005,0.125,0.06
8,38.63632928171465,38.86126386202299,0.0,0.005,0.525,0.29,0.135,0.025,0.035,0.01,0.09,0.065
9,35.320989465200775,36.08313336739173,0.0,0.005,0.49,0.26,0.115,0.025,0.03,0.01,0.1,0.05
10,32.45108724614625,33.347659037663384,0.0,0.005,0.5,0.255,0.09,0.025,0.01,0.005,0.11,0.065
11,29.86999888676469,30.65509117566622,0.0,0.005,0.53,0.26,0.125,0.025,0.035,0.015,0.09,0.065
12,27.554589700186124,28.533761904789852,0.0,0.005,0.5,0.26,0.105,0.025,0.015,0.01,0.105,0.05
13,25.57051100782169,26.34722790351281,0.0,0.005,0.47,0.26,0.095,0.025,0.02,0.01,0.095,0.05
14,23.474098139937205,24.49434678371136,0.0,0.005,0.535,0.24,0.11,0.025,0.02,0.005,0.09,0.055
15,21.970583429644186,22.65353426566491,0.0,0.005,0.52,0.27,0.08,0.025,0.025,0.01,0.1,0.055
16,20.292527293133478,21.063597514079166,0.0,0.005,0.505,0.23,0.115,0.025,0.025,0.005,0.1,0.04
17,18.87555616030129,19.622853884330162,0.0,0.005,0.495,0.275,0.13,0.025,0.015,0.015,0.105,0.055
18,17.59534733679987,18.373667313502384,0.0,0.005,0.485,0.225,0.09,0.025,0.015,0.005,0.125,0.05
19,16.40516686798424,17.202395274088932,0.0,0.005,0.48,0.265,0.105,0.025,0.02,0.015,0.09,0.075
20,15.2886048142628,16.09143777994009,0.0,0.005,0.51,0.235,0.115,0.025,0.025,0.015,0.095,0.05
21,14.247214620856829,15.178192927287174,0.0,0.005,0.485,0.24,0.125,0.025,0.02,0.02,0.115,0.05
22,13.378576485828686,14.271369769023014,0.0,0.005,0.475,0.23,0.1,0.025,0.005,0.01,0.09,0.05
23,12.518839050621114,13.411547917586107,0.0,0.005,0.49,0.255,0.085,0.025,0.015,0.015,0.105,0.045
24,11.753418083601101,12.684725321256197,0.0,0.005,0.515,0.245,0.12,0.025,0.025,0.015,0.095,0.065
25,10.988017896426621,11.906781600071835,0.0,0.005,0.495,0.275,0.085,0.025,0.02,0.02,0.085,0.05
26,10.356619863612677,11.266609797110924,0.0,0.01,0.52,0.265,0.08,0.025,0.03,0.015,0.12,0.045
27,9.768485286671629,10.685651705815243,0.0,0.005,0.475,0.28,0.105,0.025,0.01,0.01,0.1,0.05
28,9.243297437442246,10.112347731223473,0.0,0.005,0.5,0.24,0.12,0.025,0.025,0.015,0.11,0.04
29,8.73745205376738,9.622943502206068,0.0,0.005,0.49,0.245,0.095,0.025,0.03,0.01,0.115,0.055
30,8.284979722833121,9.11937326651353,0.0,0.005,0.475,0.235,0.11,0.03,0.015,0.015,0.12,0.04
31,7.846904101423038,8.733588182009184,0.0,0.005,0.5,0.22,0.145,0.03,0.015,0.015,0.13,0.055
32,7.488299168822586,8.264372385465181,0.0,0.005,0.485,0.24,0.105,0.03,0.015,0.005,0.12,0.05
33,7.137050255396033,7.893360422207759,0.0,0.005,0.535,0.265,0.11,0.03,0.02,0.005,0.1,0.065
34,6.82518365306239,7.559849014649024,0.0,0.005,0.52,0.24,0.105,0.03,0.04,0.01,0.11,0.07
35,6.538900866559756,7.246238176639263,0.0,0.005,0.52,0.25,0.11,0.03,0.025,0.01,0.105,0.04
36,6.285460624899915,6.931527568743779,0.0,0.005,0.525,0.26,0.12,0.03,0.015,0.005,0.11,0.06
37,6.0589534349338985,6.691305554830111,0.0,0.005,0.53,0.26,0.13,0.03,0.025,0.01,0.095,0.05
38,5.845246029925603,6.426651358604431,0.0,0.005,0.555,0.265,0.13,0.03,0.025,0.02,0.1,0.045
39,5.659199484958443,6.221095085144043,0.0,0.005,0.565,0.305,0.135,0.03,0.02,0.02,0.11,0.055
40,5.485721689654935,6.024065714616042,0.0,0.005,0.535,0.245,0.1,0.03,0.025,0.005,0.11,0.06
41,5.33455055503435,5.854854565400344,0.0,0.005,0.475,0.245,0.13,0.03,0.02,0.015,0.125,0.05
42,5.200446712329824,5.695342797499436,0.0,0.005,0.525,0.275,0.13,0.03,0.01,0.01,0.12,0.06
43,5.080030527422505,5.549825035608732,0.0,0.005,0.555,0.255,0.08,0.03,0.025,0.02,0.115,0.045
44,4.977674314027191,5.424025975740873,0.0,0.005,0.555,0.28,0.095,0.03,0.02,0.015,0.1,0.06
45,4.900711406174526,5.324811119299668,0.0,0.005,0.475,0.225,0.115,0.03,0.01,0.015,0.115,0.055
46,4.801690578460693,5.222727839763348,0.0,0.005,0.58,0.3,0.13,0.03,0.03,0.01,0.12,0.05
47,4.720866237148162,5.122192914669331,0.0,0.005,0.56,0.305,0.105,0.035,0.025,0.01,0.12,0.05
48,4.658538469704249,5.037523957399221,0.0,0.005,0.54,0.295,0.105,0.03,0.04,0.01,0.12,0.065
49,4.5988460438225855,4.969575533500085,0.0,0.005,0.545,0.295,0.09,0.03,0.02,0.005,0.13,0.055
50,4.546008397174138,4.908627179952768,0.0,0.005,0.565,0.295,0.11,0.03,0.04,0.01,0.145,0.06
51,4.505246815630184,4.854875610424922,0.0,0.005,0.57,0.29,0.145,0.035,0.035,0.015,0.12,0.06
52,4.463769644050188,4.8075349147503195,0.0,0.005,0.54,0.29,0.125,0.03,0.01,0.01,0.14,0.065
53,4.431326507240214,4.768209384037898,0.0,0.005,0.605,0.325,0.125,0.04,0.02,0.01,0.14,0.06
54,4.4006999026062665,4.732674589523902,0.0,0.005,0.575,0.305,0.14,0.04,0.03,0.01,0.12,0.055
55,4.374676532130088,4.6986308097839355,0.0,0.005,0.56,0.305,0.16,0.035,0.025,0.02,0.14,0.065
56,4.351307568498837,4.679869963572576,0.0,0.005,0.62,0.31,0.13,0.035,0.015,0.015,0.13,0.06
57,4.33217137757168,4.650094940112187,0.0,0.005,0.595,0.305,0.155,0.035,0.025,0.02,0.14,0.055
58,4.310461920051164,4.628694094144381,0.0,0.005,0.555,0.355,0.135,0.035,0.02,0.005,0.14,0.06
59,4.292946092544064,4.609224704595713,0.0,0.005,0.575,0.355,0.13,0.035,0.03,0.005,0.135,0.075
60,4.27896910841747,4.5952828755745525,0.0,0.005,0.565,0.31,0.12,0.035,0.035,0.02,0.135,0.065
61,4.265109784116027,4.583262113424448,0.0,0.005,0.625,0.305,0.155,0.04,0.045,0.015,0.13,0.065
62,4.253256681913971,4.572605591553908,0.0,0.005,0.56,0.31,0.135,0.04,0.025,0.02,0.145,0.08
63,4.24262119313722,4.563096358225896,0.0,0.005,0.58,0.315,0.115,0.035,0.03,0.015,0.135,0.075
64,4.2293324439756335,4.555961159559397,0.0,0.005,0.585,0.31,0.145,0.04,0.04,0.02,0.135,0.075
65,4.219845444156277,4.548352186496441,0.0,0.005,0.55,0.315,0.115,0.035,0.045,0.01,0.165,0.085
66,4.2114567910471274,4.543522981496958,0.0,0.005,0.585,0.33,0.145,0.035,0.03,0.02,0.155,0.065
67,4.200132242325814,4.539388564916758,0.0,0.005,0.56,0.32,0.165,0.04,0.035,0.005,0.14,0.095
68,4.192388808855447,4.53626358967561,0.0,0.005,0.585,0.305,0.115,0.035,0.035,0.02,0.14,0.07
69,4.182654420278405,4.532338871405675,0.0,0.005,0.625,0.305,0.13,0.035,0.04,0.01,0.135,0.075
70,4.176989298482095,4.530149230590234,0.0,0.005,0.595,0.325,0.12,0.035,0.03,0.015,0.16,0.06
71,4.171017080737698,4.5274037810472345,0.0,0.005,0.57,0.35,0.185,0.035,0.035,0.01,0.145,0.085
72,4.158353216417374,4.525185896800115,0.0,0.005,0.585,0.29,0.19,0.04,0.04,0.025,0.145,0.07
73,4.153913456393826,4.523418444853562,0.0,0.005,0.62,0.345,0.155,0.04,0.03,0.005,0.135,0.075
74,4.144625436618764,4.522690332852877,0.0,0.005,0.545,0.345,0.135,0.04,0.035,0.015,0.14,0.08
75,4.142412128243395,4.521035102697519,0.0,0.005,0.635,0.31,0.135,0.04,0.035,0.02,0.135,0.07
76,4.131153525588333,4.5200743950330295,0.0,0.005,0.6,0.35,0.15,0.035,0.04,0.02,0.155,0.08
77,4.126656314378144,4.519459990354685,0.0,0.005,0.61,0.34,0.155,0.035,0.03,0.01,0.15,0.09
78,4.121116732012841,4.518446083252247,0.0,0.005,0.565,0.34,0.14,0.035,0.025,0.01,0.16,0.08
79,4.1136611600076,4.517541628617507,0.0,0.005,0.655,0.355,0.165,0.04,0.045,0.015,0.15,0.095
80,4.108086495758385,4.516939910558554,0.0,0.005,0.615,0.335,0.13,0.04,0.04,0.015,0.145,0.07
81,4.102592085253808,4.517401012090536,0.0,0.005,0.62,0.35,0.17,0.035,0.025,0.02,0.125,0.085
82,4.096998015270438,4.515756116463588,0.0,0.005,0.65,0.31,0.17,0.04,0.035,0.015,0.14,0.105
83,4.0910779404383835,4.516054795338557,0.0,0.005,0.625,0.335,0.14,0.035,0.03,0.015,0.17,0.065
84,4.0886960932003555,4.515098727666414,0.0,0.005,0.61,0.355,0.175,0.035,0.035,0.015,0.17,0.085
85,4.0862803392512825,4.514615645775428,0.0,0.005,0.575,0.335,0.115,0.04,0.045,0.01,0.155,0.085
86,4.078972122746129,4.514494382418119,0.0,0.005,0.595,0.37,0.135,0.045,0.03,0.02,0.13,0.09
87,4.071558278094056,4.515520297563993,0.0,0.005,0.59,0.31,0.15,0.045,0.02,0.025,0.15,0.08
88,4.071091435032506,4.515229353537927,0.0,0.005,0.6,0.375,0.14,0.045,0.045,0.015,0.145,0.08
89,4.063733638742919,4.515147805213928,0.0,0.005,0.68,0.325,0.145,0.045,0.05,0.02,0.14,0.095
90,4.059870541480279,4.5154406611736,0.0,0.005,0.59,0.335,0.145,0.045,0.035,0.015,0.155,0.095
91,4.054452777677967,4.516990913794591,0.0,0.005,0.61,0.325,0.165,0.045,0.025,0.025,0.155,0.09
92,4.051744186237294,4.515775189949916,0.0,0.005,0.635,0.35,0.155,0.045,0.045,0.025,0.135,0.09
93,4.0505532885110505,4.5151965984931355,0.0,0.005,0.595,0.28,0.125,0.045,0.045,0.02,0.13,0.09
94,4.042968374170282,4.516079920988816,0.0,0.005,0.575,0.33,0.165,0.05,0.035,0.01,0.15,0.1
95,4.03846516301555,4.515846334970915,0.0,0.005,0.57,0.36,0.11,0.05,0.035,0.015,0.155,0.075
96,4.034588635865078,4.5148520194567165,0.0,0.005,0.56,0.315,0.14,0.05,0.035,0.02,0.155,0.075
