epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,88.76381424934634,70.36617051638089,0.0,0.005,0.51,0.21,0.09,0.025,0.01,0.005,0.1,0.05
2,73.33524611278247,62.212899941664475,0.0,0.005,0.515,0.285,0.095,0.025,0.015,0.01,0.1,0.045
3,63.80529492285944,56.718631524306076,0.0,0.005,0.52,0.225,0.095,0.02,0.025,0.015,0.105,0.055
4,57.0484500926028,52.941828360924355,0.0,0.005,0.52,0.24,0.1,0.025,0.03,0.01,0.115,0.045
5,50.87479261172715,48.962095920856186,0.0,0.005,0.525,0.295,0.125,0.025,0.025,0.005,0.115,0.045
6,46.08644103183541,45.203508817232574,0.0,0.005,0.5,0.245,0.115,0.025,0.035,0.005,0.11,0.055
7,42.0006157126478,42.31422387636625,0.0,0.005,0.515,0.29,0.105,0.025,0.02,0.01,0.105,0.06
8,38.49067736799999,38.630067568558914,0.0,0.005,0.515,0.29,0.12,0.025,0.04,0.01,0.125,0.05
9,35.088775536321826,36.439842224121094,0.0,0.005,0.525,0.3,0.115,0.025,0.02,0.005,0.09,0.06
10,32.215875678934076,33.470180144676796,0.0,0.005,0.52,0.255,0.1,0.025,0.01,0.01,0.1,0.055
11,29.604093994632844,30.71633375608004,0.0,0.005,0.495,0.27,0.11,0.025,0.015,0.015,0.115,0.07
12,27.262990980250862,28.671831974616417,0.0,0.005,0.53,0.275,0.12,0.025,0.02,0.01,0.115,0.05
13,25.2667231405935,26.090699672698975,0.0,0.005,0.49,0.275,0.115,0.03,0.015,0.01,0.1,0.06
14,23.20637026550949,24.341292289587166,0.0,0.005,0.52,0.245,0.12,0.03,0.03,0.01,0.09,0.05
15,21.670934410505396,22.38030043015113,0.0,0.005,0.505,0.285,0.085,0.025,0.035,0.005,0.12,0.06
16,20.024236654466197,20.804272376574,0.0,0.005,0.505,0.27,0.1,0.025,0.02,0.01,0.09,0.045
17,18.598864750195574,19.327599690510677,0.0,0.005,0.505,0.26,0.125,0.025,0.025,0.015,0.09,0.06
