epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,3.9352787093460075,3.80064920601415,0.0,0.005,0.675,0.4,0.195,0.075,0.08,0.02,0.275,0.145
2,3.1965101493128283,3.0897894396802386,0.0,0.055,0.83,0.675,0.39,0.24,0.185,0.085,0.45,0.295
3,2.7276856371847225,2.6557783108412454,0.0,0.065,0.895,0.675,0.48,0.225,0.19,0.115,0.515,0.4
4,2.396732432046007,2.395949014778301,0.0,0.095,0.865,0.71,0.52,0.31,0.215,0.135,0.575,0.41
5,2.1229809407577296,2.236298960677544,0.0,0.105,0.875,0.74,0.545,0.325,0.265,0.155,0.615,0.445
6,1.8788871745771616,2.143303442922273,0.0,0.11,0.89,0.68,0.535,0.345,0.24,0.16,0.595,0.455
7,1.6557440764301425,2.108587485014625,0.0,0.115,0.855,0.735,0.52,0.305,0.23,0.175,0.595,0.455
8,1.4513840855620321,2.1129093287840424,0.0,0.15,0.845,0.675,0.6,0.33,0.255,0.19,0.565,0.45
9,1.2663904992633042,2.1593047769284555,0.0,0.14,0.835,0.735,0.54,0.35,0.24,0.205,0.6,0.475
10,1.0997136477300897,2.2339529832545266,0.0,0.13,0.88,0.745,0.55,0.32,0.275,0.195,0.605,0.475
11,0.9536468345641634,2.3216604383206674,0.0,0.125,0.91,0.705,0.515,0.315,0.235,0.19,0.595,0.44
12,0.8356543734377785,2.4135029254553144,0.0,0.125,0.865,0.685,0.51,0.305,0.255,0.165,0.595,0.43
13,0.7328978360724461,2.508522608761112,0.0,0.12,0.885,0.695,0.555,0.32,0.23,0.155,0.635,0.45
14,0.6593243826022287,2.5911051152601776,0.0,0.12,0.84,0.685,0.515,0.3,0.265,0.18,0.575,0.425
15,0.5940027436142724,2.66636778663668,0.0,0.12,0.885,0.67,0.505,0.315,0.26,0.175,0.595,0.4
16,0.5395369887266556,2.6866944158537707,0.0,0.145,0.845,0.72,0.505,0.295,0.27,0.175,0.59,0.43
17,0.496359802999681,2.719172968884906,0.0,0.115,0.875,0.705,0.5,0.3,0.225,0.175,0.56,0.415
