epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,95.80079964258337,79.53593466832088,0.0,0.005,0.49,0.25,0.09,0.025,0.02,0.01,0.1,0.05
2,78.74523426178963,71.20022502312294,0.0,0.005,0.49,0.25,0.105,0.025,0.02,0.01,0.105,0.05
3,69.06000544230143,63.19152303842398,0.0,0.005,0.52,0.225,0.11,0.03,0.02,0.01,0.105,0.055
4,62.17829906504641,56.739604656512924,0.0,0.005,0.505,0.235,0.11,0.025,0.035,0.01,0.11,0.05
5,56.382019083987004,51.33752265343299,0.0,0.005,0.46,0.245,0.1,0.025,0.02,0.005,0.105,0.055
6,51.11733120333764,46.743169857905464,0.0,0.005,0.52,0.265,0.09,0.025,0.015,0.015,0.085,0.04
7,46.59216973909768,42.87459479845487,0.0,0.005,0.505,0.25,0.13,0.025,0.03,0.01,0.105,0.06
8,42.76619314378308,39.479301049159126,0.0,0.005,0.525,0.22,0.105,0.025,0.015,0.01,0.085,0.05
9,39.323650401125676,36.46013579001794,0.0,0.005,0.49,0.265,0.08,0.025,0.01,0.015,0.1,0.05
10,36.19551476919523,33.719642675839935,0.0,0.005,0.54,0.295,0.115,0.025,0.025,0.015,0.125,0.06
11,33.352791054018084,31.245613428262565,0.0,0.005,0.525,0.285,0.11,0.025,0.03,0.01,0.095,0.06
12,30.712515143937964,28.948527116041916,0.0,0.005,0.48,0.275,0.105,0.025,0.025,0.01,0.105,0.05
13,28.42649444251932,26.861226778763992,0.0,0.005,0.52,0.305,0.1,0.025,0.03,0.01,0.12,0.055
14,26.311695234237177,24.983438381781944,0.0,0.005,0.505,0.245,0.12,0.025,0.025,0.015,0.105,0.06
15,24.28278741734002,23.271497029524582,0.0,0.005,0.455,0.275,0.09,0.025,0.025,0.01,0.115,0.06
16,22.574477435696508,21.722825967348538,0.0,0.005,0.515,0.26,0.095,0.025,0.025,0.015,0.125,0.06
17,20.89526682617844,20.27342833005465,0.0,0.005,0.505,0.285,0.095,0.03,0.025,0.015,0.11,0.065
18,19.436348170618857,18.952345921443058,0.0,0.005,0.525,0.26,0.145,0.025,0.025,0.02,0.115,0.065
19,18.10354707779423,17.73880624771118,0.0,0.005,0.525,0.255,0.1,0.025,0.015,0.005,0.12,0.065
20,16.844315262251,16.59532301242535,0.0,0.005,0.53,0.26,0.1,0.025,0.025,0.005,0.125,0.05
21,15.713354531154838,15.545953548871553,0.0,0.005,0.51,0.255,0.105,0.03,0.025,0.01,0.115,0.06
22,14.683581694736276,14.582673641351553,0.0,0.005,0.54,0.295,0.13,0.03,0.03,0.01,0.12,0.07
23,13.709414449302098,13.677737694520216,0.0,0.005,0.51,0.25,0.105,0.03,0.02,0.015,0.105,0.075
24,12.824688575088336,12.858374669001652,0.0,0.005,0.545,0.285,0.12,0.03,0.025,0.01,0.105,0.075
25,12.068367978577973,12.109037912808931,0.0,0.005,0.53,0.25,0.105,0.03,0.035,0.01,0.12,0.07
26,11.320760306491646,11.41162318449754,0.0,0.005,0.525,0.235,0.1,0.03,0.015,0.005,0.11,0.08
27,10.645677103022093,10.769056384380047,0.0,0.005,0.58,0.265,0.115,0.03,0.025,0.01,0.115,0.06
28,10.044836167366274,10.178694477448097,0.0,0.005,0.54,0.28,0.125,0.03,0.025,0.02,0.14,0.07
29,9.472298523687547,9.62788947728964,0.0,0.005,0.565,0.275,0.16,0.03,0.035,0.02,0.12,0.07
30,8.952520741698562,9.124044445844797,0.0,0.005,0.575,0.27,0.125,0.03,0.035,0.025,0.13,0.075
31,8.489177191129295,8.658898014288683,0.0,0.005,0.56,0.28,0.135,0.035,0.025,0.015,0.125,0.08
32,8.061002004274759,8.238081326851479,0.0,0.01,0.555,0.28,0.12,0.035,0.03,0.015,0.125,0.08
33,7.680866667019424,7.8463470018827,0.0,0.01,0.525,0.325,0.13,0.035,0.025,0.02,0.13,0.09
34,7.322164798039262,7.489396911401015,0.0,0.01,0.555,0.295,0.135,0.035,0.045,0.015,0.13,0.08
35,7.000050367334838,7.163703588338999,0.0,0.01,0.57,0.305,0.175,0.045,0.035,0.02,0.14,0.075
36,6.70934019396382,6.869325326039241,0.0,0.01,0.605,0.31,0.14,0.04,0.035,0.015,0.12,0.075
37,6.450710399176485,6.596217558934138,0.0,0.01,0.615,0.34,0.13,0.045,0.03,0.02,0.14,0.09
38,6.216322571744201,6.350190868744483,0.0,0.01,0.585,0.34,0.185,0.05,0.045,0.02,0.18,0.085
39,5.998467038267402,6.130806886232817,0.0,0.015,0.56,0.35,0.155,0.045,0.04,0.03,0.175,0.11
40,5.8082642278363625,5.930193644303542,0.0,0.015,0.59,0.36,0.14,0.05,0.04,0.03,0.205,0.09
41,5.6335762064944035,5.739162380878742,0.0,0.02,0.615,0.4,0.16,0.055,0.045,0.025,0.165,0.125
42,5.476867047176566,5.573385522915767,0.0,0.02,0.62,0.39,0.15,0.055,0.05,0.03,0.205,0.13
43,5.336154080462713,5.42371705862192,0.0,0.025,0.65,0.385,0.195,0.07,0.035,0.035,0.25,0.115
44,5.21364026633642,5.287951762859638,0.0,0.03,0.575,0.395,0.22,0.07,0.04,0.035,0.24,0.12
45,5.102257003579089,5.168549445959238,0.0,0.03,0.61,0.35,0.19,0.07,0.065,0.03,0.235,0.155
46,5.002826635299191,5.0616196760764485,0.0,0.03,0.67,0.44,0.23,0.075,0.055,0.03,0.235,0.14
47,4.918091357651577,4.965650925269494,0.0,0.03,0.67,0.415,0.28,0.08,0.05,0.035,0.23,0.145
48,4.833323802742907,4.879107227692237,0.0,0.03,0.68,0.44,0.25,0.085,0.05,0.04,0.27,0.155
49,4.764987718930809,4.8014210645969095,0.0,0.03,0.675,0.435,0.255,0.095,0.06,0.035,0.25,0.145
50,4.702770895599037,4.732764069850628,0.0,0.035,0.74,0.46,0.24,0.105,0.085,0.04,0.27,0.165
51,4.64310887757168,4.669125043428862,0.0,0.035,0.735,0.49,0.265,0.115,0.085,0.055,0.28,0.19
52,4.598591039514029,4.6128414777609015,0.0,0.035,0.705,0.505,0.255,0.11,0.1,0.065,0.3,0.175
53,4.552020793832758,4.564880050145662,0.0,0.035,0.75,0.515,0.25,0.115,0.07,0.05,0.325,0.195
54,4.50720967118458,4.519328236579895,0.0,0.035,0.735,0.55,0.325,0.15,0.085,0.04,0.31,0.21
55,4.473692139246131,4.4815879830947285,0.0,0.035,0.795,0.56,0.345,0.16,0.105,0.045,0.36,0.21
56,4.448883472975864,4.447045239118429,0.0,0.035,0.76,0.555,0.31,0.15,0.105,0.05,0.37,0.225
57,4.412318164046093,4.4155221581459045,0.0,0.035,0.83,0.59,0.37,0.16,0.125,0.075,0.35,0.22
58,4.387525437467842,4.38657618027467,0.0,0.035,0.76,0.565,0.405,0.16,0.11,0.08,0.37,0.215
59,4.369008061193651,4.361521707131312,0.0,0.04,0.82,0.6,0.395,0.155,0.12,0.09,0.395,0.22
60,4.345240812404182,4.339250326156616,0.0,0.04,0.8,0.58,0.365,0.165,0.105,0.055,0.415,0.24
61,4.323831038321218,4.319130044717055,0.0,0.04,0.755,0.59,0.31,0.175,0.105,0.06,0.435,0.245
62,4.3057815285139185,4.302703220110673,0.0,0.035,0.83,0.62,0.38,0.17,0.13,0.07,0.405,0.26
63,4.295897033650388,4.2866739722398615,0.0,0.04,0.785,0.57,0.355,0.175,0.12,0.075,0.42,0.26
64,4.280833863699308,4.272361383988307,0.0,0.035,0.81,0.6,0.365,0.18,0.135,0.06,0.425,0.275
65,4.2687599694857035,4.257999846568475,0.0,0.04,0.84,0.6,0.405,0.18,0.125,0.075,0.47,0.265
66,4.25372735505463,4.246075249635256,0.0,0.04,0.815,0.61,0.38,0.195,0.14,0.075,0.415,0.305
67,4.248874800692322,4.233433361236866,0.0,0.04,0.85,0.63,0.385,0.205,0.125,0.08,0.43,0.295
68,4.2339592359399285,4.2247371306786174,0.0,0.045,0.845,0.635,0.425,0.205,0.155,0.11,0.465,0.305
69,4.221895749081847,4.214096757081839,0.0,0.04,0.86,0.65,0.395,0.205,0.165,0.1,0.455,0.315
70,4.215722491151543,4.204562439368321,0.0,0.04,0.8,0.635,0.41,0.21,0.13,0.09,0.455,0.31
71,4.209275087233513,4.198823383221259,0.0,0.04,0.84,0.68,0.455,0.21,0.145,0.09,0.465,0.34
72,4.196035550743021,4.191145122051239,0.0,0.045,0.85,0.66,0.435,0.21,0.135,0.08,0.475,0.31
73,4.190924572688277,4.183774879345527,0.0,0.045,0.86,0.685,0.49,0.22,0.16,0.11,0.5,0.32
74,4.181696432892994,4.1779519869731025,0.0,0.04,0.85,0.655,0.405,0.2,0.17,0.075,0.415,0.31
75,4.174284060796102,4.169475399530851,0.0,0.04,0.855,0.695,0.4,0.23,0.17,0.07,0.505,0.345
76,4.170471723105318,4.165397570683406,0.0,0.045,0.83,0.665,0.45,0.215,0.13,0.11,0.485,0.345
77,4.155711679048435,4.163014746629274,0.0,0.05,0.86,0.62,0.44,0.22,0.135,0.085,0.525,0.32
78,4.158924859569919,4.160354793071747,0.0,0.04,0.81,0.67,0.44,0.22,0.135,0.09,0.505,0.34
79,4.152270916456818,4.159606818969433,0.0,0.04,0.83,0.69,0.46,0.21,0.185,0.13,0.505,0.335
80,4.144380936058619,4.150075527337881,0.0,0.04,0.88,0.685,0.43,0.225,0.17,0.09,0.53,0.33
81,4.132618604680543,4.147051155567169,0.0,0.04,0.845,0.685,0.46,0.225,0.155,0.085,0.535,0.34
82,4.134829987249066,4.1355155523006735,0.0,0.06,0.855,0.68,0.435,0.25,0.19,0.115,0.515,0.35
83,4.125368083933348,4.137345387385442,0.0,0.045,0.865,0.665,0.455,0.235,0.165,0.1,0.52,0.38
84,4.114257331048289,4.128881761660943,0.0,0.05,0.85,0.715,0.495,0.225,0.165,0.09,0.515,0.34
85,4.1107989726528045,4.121057666265047,0.0,0.06,0.865,0.68,0.49,0.245,0.18,0.115,0.53,0.365
86,4.109865577246553,4.1273395877618055,0.0,0.055,0.855,0.71,0.465,0.23,0.185,0.085,0.535,0.365
87,4.102441855912567,4.118648574902461,0.0,0.06,0.855,0.68,0.44,0.235,0.195,0.11,0.52,0.375
88,4.095041626243181,4.1136378187399645,0.0,0.06,0.86,0.69,0.46,0.225,0.2,0.125,0.565,0.36
89,4.0866822309391475,4.10578820338616,0.0,0.06,0.9,0.72,0.43,0.23,0.205,0.135,0.53,0.345
90,4.083070875495992,4.121272949072031,0.0,0.05,0.835,0.695,0.45,0.21,0.165,0.095,0.555,0.33
91,4.0802419201020275,4.1063721271661615,0.0,0.06,0.875,0.655,0.43,0.25,0.185,0.085,0.525,0.365
92,4.074016370568224,4.096760305074545,0.0,0.06,0.845,0.72,0.49,0.25,0.175,0.115,0.53,0.36
93,4.065867687553488,4.092531905724452,0.0,0.06,0.835,0.695,0.475,0.265,0.235,0.11,0.56,0.38
94,4.06836541955189,4.0897358518380384,0.0,0.065,0.865,0.715,0.46,0.26,0.185,0.115,0.53,0.385
95,4.065233861759145,4.0971882068193874,0.0,0.06,0.85,0.675,0.465,0.255,0.19,0.12,0.535,0.35
96,4.057596817324239,4.093584152368399,0.0,0.06,0.87,0.635,0.435,0.245,0.16,0.09,0.56,0.32
97,4.053709734127086,4.0874423659764805,0.0,0.065,0.88,0.735,0.48,0.25,0.23,0.125,0.58,0.395
98,4.047291251664521,4.090544173350701,0.0,0.055,0.88,0.665,0.475,0.245,0.18,0.09,0.54,0.375
99,4.04403410726978,4.076439302701217,0.0,0.065,0.89,0.695,0.49,0.26,0.21,0.1,0.56,0.39
100,4.03701111373081,4.0768988361725444,0.0,0.065,0.855,0.71,0.475,0.255,0.16,0.125,0.565,0.4
101,4.0359043157228855,4.0713126705243035,0.0,0.065,0.83,0.675,0.475,0.235,0.185,0.1,0.54,0.41
102,4.032315575691961,4.0706173456632175,0.0,0.065,0.895,0.65,0.51,0.25,0.215,0.095,0.575,0.355
103,4.023082712645172,4.065686225891113,0.0,0.07,0.89,0.75,0.465,0.28,0.205,0.11,0.565,0.415
104,4.01956841868739,4.072590662882878,0.0,0.06,0.875,0.695,0.515,0.255,0.185,0.115,0.545,0.37
105,4.017109610957484,4.069977631935706,0.0,0.065,0.845,0.655,0.495,0.245,0.195,0.135,0.57,0.385
106,4.016594772441413,4.063783796933981,0.0,0.06,0.915,0.665,0.47,0.235,0.17,0.095,0.525,0.375
107,4.013155424466697,4.062703288518465,0.0,0.06,0.89,0.71,0.525,0.27,0.23,0.095,0.53,0.38
108,4.00244324591852,4.055791313831623,0.0,0.07,0.895,0.79,0.495,0.265,0.185,0.125,0.565,0.42
109,4.004651136808498,4.056989944898165,0.0,0.065,0.895,0.705,0.475,0.25,0.205,0.125,0.555,0.395
110,3.9999364135085895,4.051045738733732,0.0,0.065,0.875,0.73,0.515,0.26,0.165,0.11,0.555,0.375
111,3.99678976151251,4.05546433192033,0.0,0.065,0.87,0.72,0.56,0.265,0.215,0.145,0.545,0.385
112,3.992931567981679,4.047471133562235,0.0,0.07,0.855,0.715,0.49,0.265,0.205,0.12,0.6,0.43
113,3.9903701900154034,4.050456533065209,0.0,0.065,0.9,0.715,0.5,0.265,0.2,0.13,0.6,0.415
114,3.9802106165116835,4.047613093486199,0.0,0.08,0.94,0.745,0.505,0.27,0.2,0.14,0.595,0.425
115,3.9812487417651763,4.04055759539971,0.0,0.085,0.85,0.74,0.505,0.26,0.21,0.155,0.59,0.44
116,3.9793855656859694,4.044226394249843,0.0,0.085,0.865,0.725,0.49,0.275,0.265,0.12,0.595,0.435
117,3.973768950021395,4.037703110621526,0.0,0.095,0.865,0.77,0.52,0.3,0.205,0.145,0.6,0.45
118,3.969541346642279,4.033568634436681,0.0,0.09,0.885,0.745,0.535,0.29,0.22,0.12,0.57,0.415
119,3.966193473979991,4.035049360532027,0.0,0.075,0.89,0.775,0.495,0.27,0.23,0.145,0.605,0.425
120,3.966038400896134,4.035951408056112,0.0,0.085,0.85,0.74,0.535,0.285,0.23,0.125,0.6,0.42
121,3.961905553776731,4.045317140909342,0.0,0.085,0.865,0.79,0.5,0.305,0.25,0.145,0.59,0.455
122,3.958205829128142,4.03254373715474,0.0,0.07,0.9,0.73,0.545,0.305,0.205,0.14,0.595,0.425
123,3.9521765442304715,4.04505088696113,0.0,0.065,0.87,0.71,0.52,0.255,0.2,0.13,0.58,0.385
124,3.9506178927677933,4.036200023614443,0.0,0.065,0.865,0.685,0.515,0.28,0.215,0.12,0.61,0.42
125,3.9512584137660203,4.038377055755029,0.0,0.065,0.86,0.69,0.535,0.275,0.2,0.115,0.61,0.41
126,3.94554440077915,4.027847248774308,0.0,0.07,0.87,0.665,0.515,0.265,0.2,0.105,0.555,0.42
127,3.945422809354721,4.031246226567489,0.0,0.07,0.9,0.74,0.49,0.27,0.21,0.095,0.59,0.435
128,3.940299359188285,4.0232952145429755,0.0,0.06,0.915,0.75,0.515,0.265,0.195,0.095,0.585,0.41
129,3.9361614309331423,4.02261481835292,0.0,0.075,0.845,0.705,0.525,0.305,0.2,0.12,0.61,0.435
130,3.93576347238274,4.022822563464825,0.0,0.075,0.88,0.72,0.53,0.29,0.2,0.13,0.595,0.415
131,3.932595706242387,4.03150572685095,0.0,0.085,0.855,0.705,0.52,0.305,0.22,0.14,0.6,0.45
132,3.9307260723524196,4.0365912318229675,0.0,0.09,0.87,0.71,0.515,0.285,0.21,0.165,0.555,0.43
133,3.921992795698104,4.037452197991884,0.0,0.085,0.86,0.735,0.46,0.275,0.235,0.125,0.57,0.425
134,3.9281576325816494,4.024065127739539,0.0,0.09,0.875,0.755,0.55,0.295,0.23,0.145,0.565,0.415
135,3.9224165624187837,4.0159532106839695,0.0,0.09,0.88,0.69,0.5,0.295,0.255,0.14,0.58,0.445
136,3.9147063798801875,4.013898010437305,0.0,0.085,0.885,0.75,0.52,0.305,0.22,0.12,0.635,0.425
137,3.91430697184737,4.023947628644796,0.0,0.09,0.88,0.75,0.475,0.28,0.23,0.13,0.58,0.415
138,3.9154867956715247,4.012672158387991,0.0,0.08,0.86,0.695,0.475,0.265,0.205,0.125,0.565,0.4
139,3.910385257967057,4.022335052490234,0.0,0.075,0.905,0.72,0.52,0.265,0.22,0.15,0.555,0.395
140,3.9062848050107237,4.027746668228736,0.0,0.08,0.875,0.78,0.485,0.28,0.235,0.15,0.575,0.44
141,3.902384371911326,4.017034874512599,0.0,0.085,0.88,0.71,0.545,0.305,0.215,0.12,0.595,0.43
142,3.9006515128638153,4.009736029001383,0.0,0.085,0.87,0.72,0.5,0.29,0.175,0.145,0.605,0.415
143,3.8961021761740406,4.006093887182383,0.0,0.08,0.875,0.7,0.485,0.285,0.205,0.145,0.59,0.43
144,3.895849555538547,4.010127026301164,0.0,0.085,0.875,0.76,0.525,0.29,0.245,0.135,0.63,0.435
145,3.8922871820388303,4.004170720393841,0.0,0.085,0.91,0.745,0.54,0.3,0.225,0.15,0.6,0.445
146,3.890737254645235,4.0096862866328316,0.0,0.075,0.88,0.7,0.525,0.275,0.235,0.12,0.585,0.435
147,3.8844708391415175,4.009798655143151,0.0,0.08,0.865,0.74,0.5,0.275,0.235,0.15,0.605,0.445
148,3.8840089982555757,4.00808956531378,0.0,0.07,0.91,0.755,0.515,0.29,0.21,0.115,0.595,0.42
149,3.8863105030469995,4.024317943132841,0.0,0.08,0.885,0.81,0.55,0.295,0.225,0.145,0.605,0.45
150,3.883593040384272,4.012270427667177,0.0,0.08,0.89,0.69,0.48,0.3,0.225,0.125,0.62,0.415
151,3.883176383664531,4.001027075143961,0.0,0.09,0.865,0.71,0.49,0.285,0.175,0.13,0.58,0.44
152,3.87564330972651,4.006077619699331,0.0,0.095,0.88,0.735,0.55,0.305,0.24,0.16,0.595,0.49
153,3.8755273967660884,3.9964618591161876,0.0,0.085,0.905,0.715,0.525,0.335,0.235,0.15,0.605,0.46
154,3.873436176135976,3.997832614641923,0.0,0.09,0.895,0.735,0.515,0.31,0.225,0.155,0.635,0.455
155,3.8675546492299726,3.997766233407534,0.0,0.095,0.87,0.67,0.53,0.31,0.235,0.155,0.61,0.44
156,3.865845794575189,4.00379771911181,0.0,0.08,0.875,0.76,0.525,0.3,0.21,0.135,0.6,0.46
157,3.8647646124644948,4.003142609046056,0.0,0.075,0.87,0.705,0.48,0.295,0.255,0.13,0.595,0.445
158,3.8613566993385233,3.997545682466947,0.0,0.085,0.895,0.785,0.525,0.295,0.25,0.135,0.6,0.445
159,3.863687579862533,3.993496509698721,0.0,0.09,0.88,0.76,0.57,0.335,0.245,0.175,0.645,0.46
160,3.862153456287999,3.9929796778238735,0.0,0.09,0.91,0.8,0.515,0.315,0.23,0.165,0.585,0.455
161,3.8531287936754124,3.998152338541471,0.0,0.095,0.895,0.74,0.5,0.295,0.245,0.165,0.61,0.415
162,3.8530751059132236,3.9956694566286526,0.0,0.08,0.87,0.78,0.51,0.29,0.22,0.115,0.595,0.42
163,3.848506252227291,3.9991882672676673,0.0,0.105,0.895,0.71,0.55,0.305,0.22,0.17,0.595,0.425
164,3.8531376018319077,3.997446651642139,0.0,0.095,0.87,0.755,0.545,0.315,0.235,0.125,0.615,0.445
165,3.85269488211601,3.991448406989758,0.0,0.08,0.905,0.71,0.59,0.265,0.215,0.14,0.605,0.44
166,3.840779782367009,4.006850114235511,0.0,0.075,0.855,0.775,0.54,0.305,0.19,0.125,0.62,0.455
167,3.839033757486651,3.999394260920011,0.0,0.085,0.88,0.705,0.545,0.295,0.255,0.145,0.63,0.435
168,3.838026116996683,4.017793600375835,0.0,0.08,0.87,0.78,0.505,0.285,0.215,0.13,0.645,0.455
169,3.841280463946763,3.999588517042307,0.0,0.075,0.905,0.735,0.57,0.31,0.22,0.125,0.62,0.47
170,3.835096284394623,3.9867272147765527,0.0,0.085,0.895,0.745,0.57,0.35,0.255,0.145,0.6,0.46
171,3.833708499067573,3.994243860244751,0.0,0.095,0.86,0.76,0.53,0.31,0.22,0.155,0.605,0.45
172,3.835855085106306,3.9948021586124716,0.0,0.075,0.88,0.73,0.6,0.32,0.24,0.145,0.63,0.455
173,3.827472684716666,3.9955128660568824,0.0,0.08,0.875,0.675,0.495,0.285,0.26,0.145,0.59,0.41
174,3.8281771664978357,3.991284122833839,0.0,0.085,0.89,0.755,0.59,0.315,0.235,0.155,0.61,0.485
175,3.8279949024159423,3.9908529886832604,0.0,0.085,0.92,0.74,0.545,0.32,0.23,0.15,0.635,0.465
176,3.8197665906721547,3.9889658827048082,0.0,0.095,0.895,0.745,0.52,0.34,0.27,0.145,0.63,0.47
177,3.8167461702900547,3.997331733887012,0.0,0.105,0.88,0.715,0.48,0.29,0.21,0.155,0.575,0.445
178,3.8157152037466724,3.979476103415856,0.0,0.105,0.935,0.77,0.485,0.325,0.23,0.165,0.58,0.455
179,3.810922679080758,3.9915750485200148,0.0,0.085,0.91,0.785,0.51,0.335,0.24,0.165,0.635,0.455
180,3.811168652708812,3.992362604691432,0.0,0.09,0.925,0.78,0.53,0.35,0.235,0.155,0.63,0.45
181,3.8073484615613054,3.984031828550192,0.0,0.085,0.915,0.755,0.55,0.34,0.26,0.15,0.65,0.47
182,3.8127553242509085,3.976838235671704,0.0,0.085,0.895,0.695,0.51,0.32,0.235,0.155,0.61,0.465
183,3.7986149259792863,3.980032444000244,0.0,0.075,0.915,0.73,0.53,0.34,0.28,0.145,0.62,0.455
184,3.8045246790814145,3.9784899720778832,0.0,0.08,0.92,0.8,0.55,0.335,0.2,0.15,0.65,0.49
185,3.80916532598516,3.9775917575909543,0.0,0.085,0.905,0.735,0.585,0.335,0.24,0.165,0.62,0.46
186,3.800413773136754,3.982296558526846,0.0,0.09,0.895,0.79,0.525,0.31,0.265,0.145,0.64,0.47
187,3.8013904715097078,3.979851145010728,0.0,0.085,0.86,0.76,0.53,0.305,0.22,0.16,0.64,0.47
188,3.7965028096270816,3.9737598712627706,0.0,0.08,0.885,0.795,0.59,0.355,0.265,0.165,0.65,0.485
189,3.791953565741098,3.9798215994468102,0.0,0.085,0.865,0.72,0.545,0.33,0.27,0.15,0.63,0.46
190,3.7953055027992493,3.9828136471601634,0.0,0.085,0.9,0.755,0.54,0.315,0.23,0.15,0.665,0.445
191,3.7932861358888688,3.990044965193822,0.0,0.08,0.86,0.765,0.555,0.315,0.275,0.13,0.6,0.455
192,3.789499380255258,3.976540941458482,0.0,0.085,0.92,0.755,0.565,0.33,0.245,0.165,0.635,0.475
193,3.784195227264076,3.9733195442419786,0.0,0.085,0.875,0.74,0.54,0.32,0.265,0.155,0.62,0.445
194,3.780686087249428,3.9746047533475437,0.0,0.09,0.915,0.77,0.55,0.36,0.275,0.16,0.63,0.48
