epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,3.537131400297432,3.2765937537082785,0.0,0.015,0.745,0.525,0.26,0.105,0.07,0.04,0.325,0.2
2,2.8374156689905856,2.7223338262205985,0.0,0.06,0.86,0.695,0.445,0.225,0.165,0.08,0.515,0.345
3,2.4581667172868915,2.4069837766655526,0.0,0.09,0.865,0.685,0.51,0.3,0.22,0.145,0.555,0.43
4,2.1563381316612853,2.1990305251829616,0.0,0.09,0.88,0.755,0.545,0.33,0.26,0.13,0.59,0.435
5,1.8974446667134903,2.0692775663899763,0.0,0.1,0.875,0.685,0.575,0.345,0.275,0.185,0.605,0.445
6,1.667052204393623,2.008041364952218,0.0,0.115,0.865,0.75,0.555,0.33,0.245,0.185,0.61,0.475
7,1.4584674000227447,1.9976805939694842,0.0,0.105,0.88,0.735,0.545,0.335,0.26,0.18,0.58,0.47
8,1.2666606927282549,2.032019030382705,0.0,0.11,0.87,0.685,0.52,0.295,0.235,0.175,0.61,0.47
9,1.0988082893716054,2.0957553565757983,0.0,0.11,0.87,0.72,0.49,0.315,0.285,0.18,0.645,0.45
10,0.9584180249218957,2.171435178093644,0.0,0.085,0.835,0.685,0.52,0.305,0.23,0.18,0.625,0.45
11,0.8401948998433463,2.258192749494135,0.0,0.09,0.86,0.685,0.495,0.305,0.255,0.155,0.59,0.415
12,0.7442505399803767,2.340673985399402,0.0,0.085,0.835,0.705,0.495,0.305,0.255,0.135,0.595,0.43
13,0.6676430790491555,2.420078448983221,0.0,0.08,0.865,0.735,0.55,0.315,0.215,0.165,0.61,0.49
14,0.6047208643933546,2.4894375729458527,0.0,0.1,0.83,0.76,0.555,0.325,0.255,0.175,0.59,0.44
15,0.5582908996257608,2.560170642296132,0.0,0.075,0.845,0.73,0.545,0.31,0.215,0.135,0.57,0.45
16,0.5122441483409679,2.5817368378455035,0.0,0.1,0.86,0.7,0.5,0.33,0.25,0.175,0.58,0.445
17,0.47340894155506874,2.59943244385617,0.0,0.09,0.855,0.71,0.525,0.325,0.23,0.145,0.575,0.465
