epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,91.58501851071594,69.73534129216121,0.0,0.005,0.51,0.21,0.085,0.025,0.02,0.005,0.1,0.04
2,74.79001363118489,62.15638916309063,0.0,0.005,0.55,0.26,0.085,0.025,0.01,0.01,0.1,0.055
3,64.71718308643628,57.951141797579254,0.0,0.005,0.505,0.205,0.08,0.025,0.03,0.015,0.095,0.04
4,57.39371757097142,55.18387053563045,0.0,0.005,0.51,0.235,0.095,0.025,0.035,0.005,0.095,0.045
5,51.19617831322454,51.87434167128343,0.0,0.005,0.515,0.275,0.095,0.025,0.035,0.005,0.105,0.045
6,46.20589337912939,47.46226783899161,0.0,0.005,0.515,0.235,0.115,0.025,0.025,0.005,0.09,0.05
7,41.8964287911692,45.31259030562181,0.0,0.005,0.505,0.31,0.115,0.025,0.015,0.015,0.105,0.055
8,38.43567930242067,39.1587742291964,0.0,0.005,0.485,0.285,0.12,0.025,0.03,0.01,0.095,0.055
9,35.06088646919497,36.19508358148428,0.0,0.005,0.51,0.27,0.11,0.025,0.02,0.005,0.095,0.065
10,32.19877986702868,32.90458800242497,0.0,0.005,0.515,0.245,0.09,0.025,0.015,0.01,0.11,0.05
11,29.629837372482463,30.243970907651462,0.0,0.005,0.51,0.26,0.095,0.025,0.02,0.01,0.095,0.05
12,27.379617752567416,28.051466098198524,0.0,0.005,0.525,0.265,0.105,0.03,0.025,0.01,0.11,0.05
13,25.428837048110143,26.08329068697416,0.0,0.005,0.48,0.265,0.095,0.025,0.02,0.015,0.085,0.055
14,23.39305625833491,24.248617575718807,0.0,0.005,0.545,0.24,0.12,0.025,0.03,0.01,0.09,0.04
15,21.90958133410382,22.555369047018196,0.0,0.005,0.495,0.275,0.09,0.025,0.03,0.005,0.11,0.045
16,20.312301775204237,21.047754581157978,0.0,0.005,0.495,0.25,0.105,0.025,0.02,0.01,0.095,0.045
17,18.962981786010086,19.82899335714487,0.0,0.005,0.515,0.265,0.125,0.02,0.02,0.01,0.11,0.05
18,17.595294548362816,18.523454959575947,0.0,0.005,0.49,0.25,0.095,0.025,0.02,0.01,0.1,0.055
19,16.437205031610304,17.34393101472121,0.0,0.005,0.475,0.265,0.125,0.025,0.015,0.015,0.1,0.065
20,15.314201988712433,16.237948105885433,0.0,0.005,0.52,0.245,0.125,0.025,0.025,0.01,0.1,0.055
21,14.296344752978253,15.300845604676466,0.0,0.005,0.48,0.24,0.13,0.025,0.02,0.02,0.11,0.06
22,13.423910247638661,14.375407383992123,0.0,0.005,0.51,0.235,0.125,0.025,0.015,0.015,0.1,0.055
23,12.647997970991238,13.739105426348173,0.0,0.005,0.49,0.215,0.085,0.025,0.03,0.01,0.095,0.06
24,11.868027588628953,12.881461051794199,0.0,0.005,0.52,0.235,0.11,0.025,0.025,0.02,0.085,0.065
25,11.049416055986958,12.062772274017334,0.0,0.005,0.525,0.28,0.09,0.025,0.02,0.02,0.08,0.055
26,10.433190040178197,11.39633714235746,0.0,0.005,0.525,0.26,0.09,0.03,0.025,0.01,0.115,0.05
27,9.838752149766492,10.767449397307177,0.0,0.005,0.505,0.29,0.09,0.03,0.02,0.005,0.105,0.055
28,9.303264119548182,10.201640055729793,0.0,0.005,0.51,0.245,0.105,0.03,0.025,0.01,0.12,0.05
29,8.804527881581297,9.682861685752869,0.0,0.005,0.5,0.25,0.11,0.025,0.025,0.02,0.13,0.05
30,8.352749271803004,9.208559971589308,0.0,0.005,0.465,0.26,0.11,0.025,0.02,0.02,0.095,0.05
31,7.917265538246401,8.759432618434612,0.0,0.005,0.51,0.235,0.135,0.025,0.015,0.015,0.125,0.055
32,7.554772003748083,8.361197104820839,0.0,0.005,0.495,0.215,0.115,0.025,0.03,0.005,0.1,0.045
