epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,95.74245285526399,79.4887953538161,0.0,0.005,0.49,0.255,0.09,0.025,0.02,0.01,0.1,0.045
2,78.66329489267001,71.20250679896428,0.0,0.005,0.49,0.25,0.105,0.025,0.02,0.01,0.105,0.05
3,68.94118291383148,63.130906105041504,0.0,0.005,0.52,0.225,0.105,0.025,0.03,0.015,0.105,0.055
4,62.022450412217005,56.59397528721736,0.0,0.005,0.51,0.235,0.11,0.025,0.035,0.01,0.1,0.045
5,56.293211774928594,51.20982863352849,0.0,0.005,0.46,0.25,0.09,0.025,0.015,0.005,0.1,0.045
6,51.10108059298608,46.6982279924246,0.0,0.005,0.525,0.265,0.09,0.025,0.02,0.015,0.085,0.04
7,46.593018956338206,42.84698031498836,0.0,0.005,0.5,0.245,0.13,0.025,0.025,0.01,0.105,0.055
8,42.7718081525577,39.45845702978281,0.0,0.005,0.53,0.225,0.105,0.025,0.02,0.01,0.085,0.055
9,39.33805224510931,36.4656317784236,0.0,0.005,0.48,0.265,0.08,0.025,0.01,0.015,0.095,0.045
10,36.21300739575458,33.72981251203097,0.0,0.005,0.54,0.29,0.12,0.025,0.025,0.015,0.115,0.05
11,33.35359955244167,31.248272345616268,0.0,0.005,0.525,0.29,0.11,0.025,0.025,0.01,0.095,0.055
12,30.688449609407815,28.9476318359375,0.0,0.005,0.475,0.27,0.105,0.025,0.025,0.01,0.105,0.04
13,28.415987187047158,26.853740215301514,0.0,0.005,0.515,0.305,0.11,0.025,0.03,0.01,0.115,0.055
14,26.29198923828781,24.960458131936882,0.0,0.005,0.5,0.24,0.115,0.025,0.025,0.015,0.105,0.06
15,24.24793140042213,23.23923426408034,0.0,0.005,0.455,0.28,0.085,0.025,0.025,0.01,0.11,0.06
16,22.52109033317976,21.67300167450538,0.0,0.005,0.515,0.245,0.095,0.025,0.025,0.015,0.125,0.06
17,20.838049263082524,20.206968307495117,0.0,0.005,0.49,0.295,0.09,0.025,0.025,0.015,0.115,0.06
18,19.37046396193966,18.86756451313312,0.0,0.005,0.53,0.265,0.14,0.03,0.025,0.015,0.115,0.065
19,18.028055917063067,17.635877462533806,0.0,0.005,0.535,0.28,0.11,0.03,0.015,0.005,0.12,0.07
20,16.744784945826378,16.476685744065506,0.0,0.005,0.535,0.265,0.095,0.03,0.03,0.005,0.125,0.05
21,15.604622047178207,15.408863562804003,0.0,0.005,0.52,0.26,0.1,0.03,0.025,0.015,0.11,0.065
22,14.57026619039556,14.429763665566078,0.0,0.005,0.545,0.3,0.125,0.03,0.03,0.005,0.125,0.065
23,13.587385448332755,13.51698741546044,0.0,0.005,0.5,0.26,0.115,0.03,0.02,0.015,0.11,0.06
24,12.696710580395115,12.68579284961407,0.0,0.005,0.565,0.28,0.13,0.03,0.025,0.005,0.105,0.065
25,11.918924097861012,11.918049573898315,0.0,0.005,0.53,0.27,0.105,0.03,0.04,0.01,0.115,0.06
26,11.176964462444346,11.212241356189434,0.0,0.005,0.54,0.235,0.105,0.03,0.01,0.005,0.115,0.075
27,10.49687015164283,10.5633265880438,0.0,0.005,0.61,0.3,0.11,0.03,0.025,0.01,0.115,0.05
28,9.892905510112804,9.9732610812554,0.0,0.005,0.545,0.29,0.13,0.03,0.02,0.015,0.145,0.085
29,9.316945485145816,9.422772875198952,0.0,0.005,0.58,0.285,0.145,0.03,0.04,0.015,0.12,0.07
30,8.786388863799392,8.91558118049915,0.0,0.01,0.595,0.3,0.115,0.035,0.035,0.02,0.135,0.07
31,8.333873522153464,8.446924998210026,0.0,0.01,0.58,0.315,0.155,0.035,0.02,0.015,0.14,0.075
