epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,5.381132510400588,5.203128677148086,0.0,0.02,0.65,0.38,0.21,0.095,0.075,0.045,0.255,0.14
2,4.386045521049089,5.21330294242272,0.0,0.05,0.815,0.61,0.415,0.185,0.17,0.075,0.485,0.325
3,4.04726390838623,4.563041347723741,0.0,0.075,0.86,0.695,0.52,0.265,0.165,0.14,0.575,0.39
4,3.8332531867488737,4.289636295575362,0.0,0.095,0.875,0.765,0.535,0.33,0.22,0.165,0.61,0.465
5,3.657903342093191,4.154470241986788,0.0,0.115,0.9,0.78,0.615,0.355,0.27,0.18,0.65,0.495
6,3.521865775508265,4.078854629626641,0.0,0.1,0.885,0.795,0.585,0.38,0.28,0.185,0.655,0.525
7,3.398340355965399,4.031727579923777,0.0,0.1,0.905,0.765,0.64,0.4,0.31,0.195,0.69,0.555
8,3.2840470626790035,4.004379565899189,0.0,0.155,0.925,0.835,0.625,0.41,0.34,0.23,0.71,0.57
9,3.1919270028350173,3.989412624102372,0.0,0.145,0.93,0.835,0.62,0.435,0.33,0.245,0.75,0.57
10,3.1147964559575563,3.982179981011611,0.0,0.145,0.905,0.795,0.685,0.44,0.33,0.225,0.76,0.585
11,3.0323861598968507,3.9804520194347086,0.0,0.145,0.92,0.855,0.675,0.44,0.31,0.26,0.745,0.62
12,2.9659334264775756,3.9853851932745714,0.0,0.145,0.915,0.8,0.68,0.465,0.31,0.26,0.755,0.595
13,2.900948123008974,3.9959547152886024,0.0,0.155,0.94,0.83,0.67,0.46,0.355,0.255,0.76,0.615
14,2.847465990948421,4.008616264049824,0.0,0.165,0.92,0.815,0.695,0.48,0.35,0.24,0.775,0.615
15,2.7793369872595672,4.024380179551931,0.0,0.165,0.91,0.85,0.635,0.45,0.36,0.24,0.75,0.6
16,2.739039211888467,4.041284020130451,0.0,0.165,0.94,0.82,0.7,0.455,0.35,0.245,0.75,0.615
17,2.6936093540601833,4.054254591464996,0.0,0.175,0.975,0.83,0.625,0.45,0.37,0.255,0.765,0.61
18,2.6539763783895842,4.0712057168667135,0.0,0.18,0.95,0.865,0.635,0.465,0.35,0.275,0.735,0.585
19,2.607987643313664,4.088821557851938,0.0,0.175,0.945,0.85,0.645,0.45,0.4,0.26,0.735,0.625
20,2.571683669346635,4.104380002388587,0.0,0.18,0.92,0.845,0.685,0.46,0.345,0.27,0.76,0.61
21,2.532234417494907,4.123697890685155,0.0,0.2,0.915,0.83,0.635,0.455,0.39,0.305,0.73,0.565
