epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,4.667859553037736,4.327067632531915,0.0,0.04,0.805,0.695,0.405,0.21,0.16,0.095,0.505,0.34
2,4.3132603724379885,4.202934740950621,0.0,0.055,0.86,0.625,0.4,0.185,0.16,0.095,0.43,0.29
3,4.222517401592275,4.155884808736809,0.0,0.045,0.82,0.585,0.335,0.17,0.14,0.08,0.42,0.275
4,4.1678486505992325,4.129490447146698,0.0,0.045,0.78,0.505,0.315,0.145,0.11,0.05,0.355,0.235
5,4.130799112169582,4.113191619963094,0.0,0.025,0.79,0.545,0.285,0.125,0.1,0.06,0.315,0.19
6,4.102643766189043,4.099086703149034,0.0,0.025,0.78,0.54,0.27,0.12,0.075,0.05,0.32,0.175
7,4.080131229463515,4.087655815443767,0.0,0.03,0.725,0.525,0.345,0.12,0.105,0.05,0.37,0.215
8,4.060571309543943,4.077060979834954,0.0,0.03,0.775,0.51,0.26,0.145,0.09,0.055,0.32,0.22
9,4.044009646558329,4.071331960960519,0.0,0.025,0.745,0.585,0.28,0.125,0.08,0.07,0.31,0.205
10,4.030208883362983,4.066404710511793,0.0,0.03,0.745,0.49,0.29,0.135,0.085,0.04,0.31,0.2
11,4.019172008562703,4.0595095178088405,0.0,0.02,0.765,0.575,0.365,0.11,0.09,0.04,0.345,0.21
12,4.007976576636069,4.058059861220004,0.0,0.02,0.74,0.51,0.275,0.115,0.065,0.055,0.3,0.19
13,3.9985926686663746,4.054662494188726,0.0,0.02,0.78,0.565,0.315,0.14,0.115,0.04,0.36,0.205
14,3.989574049912283,4.052737996301937,0.0,0.02,0.745,0.54,0.28,0.13,0.085,0.04,0.36,0.215
15,3.9808064202515063,4.05086214194482,0.0,0.015,0.745,0.525,0.325,0.13,0.08,0.045,0.355,0.19
16,3.975419694820318,4.048601623256831,0.0,0.03,0.74,0.545,0.29,0.115,0.08,0.065,0.315,0.195
17,3.967664811238682,4.045486806288298,0.0,0.02,0.725,0.51,0.25,0.12,0.075,0.04,0.365,0.205
18,3.9605603934017823,4.04526602096312,0.0,0.025,0.735,0.565,0.305,0.11,0.075,0.06,0.34,0.16
19,3.9555764124260184,4.043307456335796,0.0,0.025,0.77,0.54,0.27,0.125,0.085,0.08,0.35,0.175
20,3.9505269525726616,4.0407698870728455,0.0,0.025,0.745,0.595,0.33,0.115,0.12,0.05,0.35,0.21
21,3.9435852871975485,4.0404923642653765,0.0,0.025,0.795,0.61,0.295,0.125,0.095,0.045,0.32,0.2
22,3.9394886314270887,4.039712700209392,0.0,0.02,0.77,0.545,0.345,0.12,0.095,0.06,0.35,0.195
23,3.934649781467695,4.04067891554771,0.0,0.025,0.78,0.585,0.29,0.125,0.1,0.05,0.365,0.215
24,3.9305431065921628,4.038501886850774,0.0,0.02,0.795,0.525,0.32,0.115,0.095,0.055,0.355,0.2
