epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,3.6218723910195485,3.3930095950932975,0.0,0.03,0.725,0.495,0.24,0.095,0.07,0.045,0.26,0.18
2,2.915150231057471,2.8092568432312666,0.0,0.04,0.795,0.635,0.375,0.17,0.135,0.065,0.405,0.265
3,2.508732250132062,2.4518973054804003,0.0,0.055,0.795,0.585,0.445,0.21,0.155,0.115,0.46,0.33
4,2.190490123761993,2.230137326686679,0.0,0.075,0.81,0.645,0.395,0.25,0.16,0.105,0.5,0.34
5,1.9187043603959975,2.097861492071029,0.0,0.075,0.835,0.66,0.485,0.225,0.185,0.11,0.51,0.335
6,1.6782760501078766,2.028915566947839,0.0,0.08,0.795,0.65,0.455,0.245,0.19,0.125,0.52,0.365
7,1.460121388988978,2.0184974286689266,0.0,0.085,0.835,0.615,0.435,0.25,0.175,0.125,0.515,0.375
8,1.2645847388733191,2.0477681149740588,0.0,0.08,0.83,0.67,0.45,0.22,0.17,0.13,0.5,0.345
9,1.0878150897110357,2.10730177701287,0.0,0.075,0.8,0.64,0.445,0.235,0.175,0.13,0.5,0.345
10,0.9533022715893876,2.1860138525778643,0.0,0.06,0.8,0.64,0.405,0.19,0.17,0.1,0.495,0.34
11,0.8282171571676206,2.2729263781477966,0.0,0.055,0.78,0.595,0.38,0.2,0.14,0.105,0.435,0.3
12,0.7363187918894267,2.356583044252682,0.0,0.045,0.8,0.595,0.405,0.225,0.175,0.095,0.495,0.33
13,0.6570279643089078,2.4344472337690033,0.0,0.08,0.835,0.64,0.375,0.21,0.16,0.125,0.445,0.31
14,0.5940895577793878,2.51078409954202,0.0,0.065,0.83,0.635,0.42,0.23,0.155,0.115,0.515,0.35
15,0.541341453278059,2.5778867584441354,0.0,0.065,0.765,0.615,0.39,0.21,0.18,0.09,0.505,0.325
16,0.4994396782069473,2.5845644254029563,0.0,0.055,0.86,0.62,0.425,0.205,0.16,0.1,0.485,0.305
17,0.45988235329676064,2.609048196686184,0.0,0.05,0.845,0.62,0.37,0.215,0.17,0.085,0.5,0.335
