epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,4.66802234804579,4.3408817497957415,0.0,0.05,0.81,0.62,0.355,0.155,0.105,0.085,0.4,0.255
2,4.322936029110693,4.22168346536006,0.0,0.06,0.78,0.555,0.32,0.145,0.115,0.07,0.33,0.245
3,4.236156960167044,4.177389691827635,0.0,0.045,0.785,0.56,0.28,0.13,0.095,0.07,0.335,0.195
4,4.18354609373706,4.152111078024934,0.0,0.035,0.81,0.475,0.255,0.125,0.105,0.07,0.315,0.18
5,4.148397914428092,4.1343418692314575,0.0,0.035,0.765,0.55,0.285,0.125,0.08,0.045,0.31,0.195
6,4.120970380858719,4.122711306989449,0.0,0.025,0.74,0.515,0.235,0.115,0.095,0.05,0.295,0.18
7,4.098672635066583,4.1123435149377,0.0,0.025,0.755,0.56,0.27,0.13,0.095,0.055,0.325,0.205
8,4.080466945776231,4.103353573528993,0.0,0.025,0.725,0.535,0.265,0.125,0.09,0.055,0.305,0.185
9,4.0643006309162075,4.098051864190163,0.0,0.025,0.72,0.515,0.25,0.125,0.085,0.045,0.34,0.19
10,4.050375114544351,4.0942103320436924,0.0,0.02,0.745,0.47,0.325,0.12,0.08,0.055,0.325,0.19
11,4.038446851170809,4.088898154287379,0.0,0.025,0.74,0.525,0.305,0.12,0.09,0.045,0.335,0.195
12,4.028145498199663,4.085784604621036,0.0,0.02,0.69,0.495,0.305,0.115,0.065,0.045,0.305,0.21
13,4.018356757248297,4.082090730830835,0.0,0.02,0.72,0.55,0.3,0.12,0.11,0.05,0.345,0.205
14,4.009472399423183,4.080058460071875,0.0,0.025,0.755,0.545,0.33,0.15,0.1,0.05,0.345,0.2
15,4.000771123885653,4.079285722945381,0.0,0.02,0.78,0.49,0.35,0.135,0.1,0.05,0.355,0.19
16,3.994630769229767,4.076564054120763,0.0,0.02,0.735,0.525,0.33,0.13,0.105,0.04,0.36,0.205
17,3.987083864166471,4.075868532892972,0.0,0.025,0.755,0.52,0.295,0.095,0.085,0.045,0.325,0.19
18,3.982311407573133,4.075586603434813,0.0,0.025,0.735,0.505,0.355,0.125,0.07,0.055,0.33,0.19
19,3.975950047266979,4.074229451208155,0.0,0.025,0.71,0.53,0.285,0.135,0.09,0.045,0.34,0.215
20,3.9713530760886733,4.07283544131103,0.0,0.02,0.73,0.52,0.31,0.125,0.095,0.03,0.375,0.195
21,3.9634901266945533,4.072586765105121,0.0,0.025,0.745,0.57,0.3,0.125,0.085,0.05,0.355,0.19
22,3.960050534700812,4.071918404153489,0.0,0.025,0.78,0.535,0.33,0.11,0.08,0.04,0.345,0.205
23,3.9553294420470135,4.071465153550897,0.0,0.03,0.735,0.575,0.305,0.13,0.09,0.05,0.32,0.2
24,3.948966046753422,4.071248483248534,0.0,0.025,0.8,0.545,0.33,0.14,0.095,0.05,0.335,0.205
25,3.9458248456926706,4.071726700778683,0.0,0.025,0.76,0.56,0.24,0.125,0.09,0.045,0.325,0.195
26,3.941557131939053,4.069637124118887,0.0,0.02,0.77,0.545,0.27,0.125,0.105,0.035,0.33,0.195
27,3.9386635610946787,4.068571976837682,0.0,0.015,0.78,0.55,0.275,0.13,0.08,0.035,0.31,0.205
28,3.935363286428912,4.069008803162964,0.0,0.03,0.68,0.52,0.315,0.125,0.1,0.045,0.335,0.22
29,3.9318114791939376,4.069674716998579,0.0,0.025,0.75,0.54,0.275,0.125,0.09,0.035,0.335,0.195
30,3.9275516193561217,4.06853119907461,0.0,0.03,0.735,0.525,0.305,0.125,0.095,0.065,0.355,0.215
31,3.9252899804299832,4.068872280898524,0.0,0.02,0.77,0.535,0.345,0.125,0.1,0.045,0.35,0.195
32,3.9217778889687507,4.069993883755074,0.0,0.02,0.785,0.53,0.31,0.115,0.075,0.05,0.335,0.195
33,3.9200272045805304,4.0707825719031145,0.0,0.015,0.815,0.57,0.295,0.1,0.105,0.03,0.335,0.19
34,3.9166673333008095,4.068308103238053,0.0,0.025,0.775,0.545,0.31,0.12,0.095,0.055,0.335,0.205
35,3.914960904378841,4.068578994325303,0.0,0.035,0.765,0.51,0.295,0.12,0.085,0.06,0.36,0.195
36,3.9110835071847134,4.068304772540735,0.0,0.03,0.785,0.55,0.31,0.13,0.09,0.065,0.335,0.185
37,3.907819823961308,4.069838528469397,0.0,0.025,0.795,0.535,0.25,0.12,0.11,0.06,0.35,0.2
38,3.9066249549075627,4.069479597996233,0.0,0.035,0.84,0.575,0.305,0.125,0.08,0.07,0.365,0.195
39,3.905709815663239,4.068849029970783,0.0,0.02,0.75,0.535,0.31,0.13,0.09,0.06,0.35,0.195
40,3.9022223706229475,4.068561549862055,0.0,0.025,0.745,0.56,0.285,0.125,0.085,0.05,0.34,0.22
41,3.901638877887334,4.068551591025913,0.0,0.03,0.745,0.605,0.31,0.115,0.11,0.055,0.34,0.2
42,3.8986890103562963,4.0705204716056205,0.0,0.015,0.79,0.555,0.285,0.105,0.08,0.045,0.325,0.21
43,3.8967654560378904,4.068421916388647,0.0,0.015,0.775,0.54,0.35,0.14,0.1,0.03,0.335,0.205
44,3.894113638101442,4.070233858706102,0.0,0.02,0.77,0.49,0.28,0.135,0.075,0.065,0.36,0.225
45,3.8930316174708084,4.069702096251459,0.0,0.025,0.785,0.545,0.29,0.14,0.1,0.055,0.335,0.22
46,3.8905885419490174,4.069150749194264,0.0,0.025,0.79,0.52,0.34,0.11,0.09,0.065,0.33,0.21
