epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,95.7199473391297,79.5133210695707,0.0,0.005,0.49,0.255,0.09,0.025,0.02,0.01,0.1,0.045
2,78.6333143582908,71.15065581981952,0.0,0.005,0.5,0.25,0.105,0.025,0.02,0.01,0.1,0.05
3,68.89954587054508,63.08725709181566,0.0,0.005,0.52,0.225,0.11,0.03,0.025,0.01,0.11,0.06
4,61.9907340839345,56.55025878319373,0.0,0.005,0.505,0.245,0.11,0.025,0.035,0.01,0.11,0.05
5,56.2848875804614,51.16194989131047,0.0,0.005,0.46,0.245,0.1,0.025,0.02,0.005,0.095,0.05
6,51.07702722036711,46.664476321293755,0.0,0.005,0.52,0.265,0.09,0.025,0.015,0.015,0.085,0.04
7,46.57307946810158,42.82341814041138,0.0,0.005,0.5,0.255,0.13,0.025,0.025,0.01,0.105,0.06
8,42.750739431893955,39.44914109890278,0.0,0.005,0.53,0.225,0.105,0.025,0.02,0.01,0.085,0.055
9,39.30298596864105,36.44949124409602,0.0,0.005,0.485,0.265,0.08,0.025,0.01,0.015,0.095,0.05
10,36.164859427175216,33.71748660160945,0.0,0.005,0.545,0.295,0.11,0.025,0.025,0.02,0.12,0.055
11,33.29225841235089,31.226278598491962,0.0,0.005,0.525,0.29,0.115,0.025,0.03,0.01,0.095,0.06
12,30.640066392960087,28.9170335989732,0.0,0.005,0.475,0.275,0.115,0.025,0.025,0.01,0.105,0.05
13,28.34005301690871,26.805618176093468,0.0,0.005,0.515,0.305,0.11,0.025,0.035,0.01,0.12,0.055
14,26.215182043916435,24.90182535464947,0.0,0.005,0.5,0.255,0.125,0.03,0.025,0.015,0.105,0.06
15,24.16659385927262,23.163845557432907,0.0,0.005,0.47,0.28,0.095,0.03,0.02,0.01,0.12,0.07
16,22.441877849127657,21.58715143570533,0.0,0.005,0.52,0.255,0.1,0.025,0.025,0.015,0.125,0.07
17,20.760298374135008,20.11242673947261,0.0,0.005,0.52,0.3,0.09,0.025,0.025,0.015,0.12,0.065
18,19.2840787846555,18.771108902417698,0.0,0.005,0.535,0.27,0.145,0.025,0.025,0.02,0.13,0.07
19,17.941830040306172,17.534002744234524,0.0,0.005,0.535,0.275,0.11,0.03,0.015,0.005,0.125,0.07
20,16.659136097405547,16.3727966271914,0.0,0.005,0.545,0.275,0.095,0.03,0.03,0.005,0.13,0.06
21,15.519183823370165,15.296977740067701,0.0,0.005,0.535,0.285,0.105,0.03,0.025,0.015,0.12,0.065
