epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,85.5437859237835,71.55177409832294,0.0,0.005,0.51,0.21,0.1,0.025,0.01,0.005,0.1,0.045
2,70.11419101838143,63.25359887343187,0.0,0.005,0.535,0.28,0.09,0.025,0.025,0.01,0.09,0.06
3,61.17163732385123,57.3188439149123,0.0,0.005,0.515,0.23,0.09,0.025,0.03,0.01,0.095,0.045
4,54.89157290715043,52.879231012784516,0.0,0.005,0.52,0.22,0.105,0.025,0.03,0.005,0.105,0.05
5,49.4916746898364,48.73087629905114,0.0,0.005,0.515,0.26,0.105,0.025,0.02,0.005,0.115,0.04
6,45.06170897124916,44.988849493173454,0.0,0.005,0.48,0.26,0.09,0.025,0.02,0.015,0.115,0.045
7,40.96714334795552,41.31373750246488,0.0,0.005,0.52,0.265,0.105,0.03,0.015,0.005,0.1,0.05
8,37.744149554673065,37.82546116755559,0.0,0.005,0.52,0.27,0.13,0.025,0.035,0.01,0.1,0.055
9,34.590444064396685,35.033813549922066,0.0,0.005,0.485,0.26,0.115,0.025,0.025,0.01,0.1,0.045
10,31.849400013749317,32.49171631152813,0.0,0.005,0.495,0.25,0.1,0.03,0.015,0.01,0.11,0.06
11,29.35117085364557,29.93869422032283,0.0,0.005,0.52,0.25,0.12,0.025,0.035,0.015,0.1,0.055
12,27.09897917880807,27.784827159001278,0.0,0.005,0.48,0.24,0.1,0.025,0.01,0.01,0.09,0.05
13,25.14532415328487,25.816909019763653,0.0,0.005,0.48,0.26,0.095,0.025,0.02,0.01,0.1,0.035
14,23.131689678725376,23.97768314068134,0.0,0.005,0.54,0.24,0.115,0.025,0.02,0.01,0.095,0.055
15,21.65389839090327,22.24897703757653,0.0,0.005,0.515,0.27,0.08,0.025,0.025,0.015,0.1,0.055
16,20.011325040427586,20.702887370036198,0.0,0.005,0.505,0.215,0.115,0.025,0.025,0.005,0.095,0.04
17,18.59574065464799,19.321469050187332,0.0,0.005,0.485,0.275,0.125,0.025,0.01,0.01,0.1,0.055
18,17.34469755234257,18.131661084982063,0.0,0.01,0.485,0.22,0.095,0.025,0.015,0.015,0.12,0.05
19,16.17495652065482,16.982306315348698,0.0,0.005,0.475,0.275,0.12,0.025,0.02,0.015,0.095,0.06
20,15.059125081954464,15.870966452818651,0.0,0.005,0.525,0.24,0.11,0.025,0.02,0.02,0.1,0.06
21,14.037359323809223,14.99177962083083,0.0,0.005,0.49,0.245,0.13,0.025,0.02,0.01,0.11,0.05
22,13.17863810344409,14.092834087518545,0.0,0.015,0.49,0.23,0.105,0.025,0.02,0.015,0.09,0.045
23,12.329578861113518,13.213598086283756,0.0,0.01,0.5,0.255,0.075,0.025,0.025,0.015,0.105,0.045
24,11.578528779552828,12.481312623390785,0.0,0.01,0.51,0.245,0.125,0.025,0.015,0.015,0.1,0.07
25,10.82133631142237,11.744388873760517,0.0,0.01,0.49,0.28,0.08,0.03,0.025,0.015,0.08,0.05
26,10.208321889241537,11.093668680924635,0.0,0.01,0.525,0.26,0.085,0.03,0.025,0.015,0.115,0.045
27,9.623633039125831,10.540779150449312,0.0,0.01,0.47,0.275,0.1,0.03,0.025,0.01,0.1,0.05
28,9.098478376737205,9.942353853812584,0.0,0.01,0.5,0.24,0.12,0.025,0.02,0.015,0.11,0.05
29,8.609414066806917,9.460271340150099,0.0,0.01,0.48,0.24,0.095,0.03,0.04,0.02,0.11,0.055
30,8.16244574618596,8.951447624426622,0.0,0.02,0.455,0.24,0.125,0.03,0.025,0.025,0.12,0.04
31,7.732023420641499,8.589450469383827,0.0,0.015,0.51,0.22,0.145,0.03,0.03,0.02,0.125,0.055
32,7.371542665009858,8.111019785587605,0.0,0.015,0.505,0.27,0.105,0.03,0.025,0.025,0.11,0.045
33,7.024476051330566,7.752954996549166,0.0,0.015,0.53,0.255,0.115,0.03,0.025,0.015,0.08,0.06
34,6.71856894236739,7.41923883328071,0.0,0.015,0.51,0.245,0.09,0.03,0.04,0.025,0.1,0.065
35,6.427497813522175,7.109067504222576,0.0,0.01,0.515,0.235,0.11,0.03,0.02,0.015,0.12,0.045
36,6.1772604819267025,6.791662940612206,0.0,0.01,0.51,0.25,0.11,0.03,0.015,0.015,0.11,0.055
37,5.949988816374091,6.55214459162492,0.0,0.015,0.51,0.265,0.12,0.03,0.025,0.015,0.105,0.055
38,5.742714517860002,6.286316376466018,0.0,0.015,0.545,0.27,0.135,0.03,0.03,0.02,0.1,0.045
39,5.555655665038734,6.083455801010132,0.0,0.015,0.565,0.29,0.14,0.03,0.025,0.025,0.115,0.055
40,5.386358510294269,5.884665388327378,0.0,0.02,0.52,0.24,0.095,0.03,0.02,0.02,0.1,0.06
41,5.236791521503079,5.715518896396343,0.0,0.015,0.48,0.25,0.125,0.025,0.035,0.02,0.12,0.05
42,5.105172341869723,5.556772497984079,0.0,0.015,0.53,0.275,0.13,0.025,0.025,0.015,0.11,0.07
43,4.984257468356881,5.41328842823322,0.0,0.015,0.555,0.285,0.075,0.025,0.03,0.02,0.115,0.05
