epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,5.368415267969852,4.856197881596283,0.0,0.005,0.475,0.26,0.09,0.025,0.015,0.01,0.11,0.055
2,4.461074611187209,4.187303664346621,0.0,0.04,0.8,0.615,0.35,0.145,0.08,0.07,0.41,0.25
3,3.992242152019944,3.8377074852521837,0.0,0.05,0.86,0.72,0.475,0.21,0.17,0.095,0.525,0.335
4,3.7097295706658286,3.6849019000458614,0.0,0.07,0.89,0.7,0.465,0.245,0.175,0.1,0.535,0.355
5,3.4975812317250847,3.6300769860140756,0.0,0.09,0.865,0.675,0.48,0.225,0.19,0.12,0.5,0.36
6,3.316825349081434,3.624620009901186,0.0,0.095,0.855,0.68,0.475,0.235,0.195,0.14,0.545,0.34
7,3.161879506398204,3.6452472844348955,0.0,0.08,0.84,0.665,0.505,0.23,0.21,0.125,0.49,0.355
8,3.0213924662325296,3.6807727977441616,0.0,0.065,0.795,0.645,0.44,0.18,0.155,0.1,0.46,0.34
9,2.90286529981173,3.72902043285288,0.0,0.075,0.835,0.65,0.43,0.21,0.19,0.12,0.465,0.305
10,2.795694489599812,3.7808796315745736,0.0,0.07,0.835,0.605,0.36,0.2,0.17,0.12,0.46,0.33
11,2.702408703730201,3.8349646498716954,0.0,0.075,0.79,0.555,0.36,0.21,0.15,0.105,0.47,0.31
12,2.6169629813778417,3.887461813222697,0.0,0.08,0.825,0.605,0.39,0.205,0.17,0.125,0.425,0.29
13,2.53752497668706,3.947145842175627,0.0,0.07,0.8,0.615,0.375,0.21,0.18,0.1,0.4,0.295
14,2.4643876742530657,4.002769530075303,0.0,0.065,0.805,0.625,0.395,0.19,0.15,0.095,0.435,0.3
15,2.398771349089714,4.066066224175973,0.0,0.05,0.79,0.58,0.375,0.195,0.155,0.085,0.385,0.285
16,2.339705423880466,4.120919158530338,0.0,0.06,0.78,0.545,0.36,0.195,0.175,0.09,0.44,0.3
