epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,4.728748830607561,4.38603145370156,0.0,0.075,0.85,0.705,0.485,0.25,0.225,0.125,0.51,0.365
2,4.366080641006091,4.267493456730003,0.0,0.11,0.9,0.715,0.52,0.3,0.255,0.175,0.61,0.395
3,4.279362367831857,4.223230124543154,0.0,0.105,0.915,0.715,0.51,0.305,0.25,0.17,0.575,0.42
4,4.227479971087384,4.1963408423084045,0.0,0.105,0.91,0.745,0.59,0.295,0.27,0.175,0.585,0.465
5,4.189896428807182,4.178827004371283,0.0,0.115,0.9,0.77,0.57,0.33,0.29,0.155,0.585,0.475
6,4.162389933464918,4.165804463906349,0.0,0.12,0.88,0.78,0.515,0.355,0.265,0.185,0.625,0.44
7,4.13989869983243,4.153555430056199,0.0,0.12,0.86,0.685,0.535,0.355,0.26,0.185,0.635,0.455
8,4.121127450688285,4.145016170366639,0.0,0.115,0.93,0.78,0.54,0.37,0.3,0.175,0.635,0.46
9,4.105628720892712,4.142368470650374,0.0,0.135,0.905,0.725,0.545,0.365,0.285,0.205,0.615,0.495
10,4.091865997307618,4.133986349269556,0.0,0.115,0.87,0.745,0.53,0.36,0.295,0.19,0.62,0.465
11,4.080024481275352,4.129432299106417,0.0,0.115,0.885,0.78,0.58,0.345,0.285,0.19,0.63,0.485
12,4.068578960903512,4.127445310993767,0.0,0.125,0.88,0.735,0.565,0.355,0.3,0.185,0.645,0.5
13,4.058145222456559,4.123026818676568,0.0,0.13,0.885,0.79,0.555,0.335,0.29,0.195,0.645,0.485
14,4.05019789521226,4.12212705049392,0.0,0.125,0.865,0.74,0.575,0.34,0.28,0.175,0.63,0.47
15,4.041449127787332,4.122189638440701,0.0,0.12,0.89,0.765,0.54,0.36,0.25,0.185,0.63,0.465
16,4.033304646148444,4.121020662938065,0.0,0.135,0.91,0.775,0.57,0.335,0.285,0.215,0.63,0.455
17,4.027370463987315,4.117787851284502,0.0,0.12,0.87,0.72,0.565,0.345,0.245,0.205,0.61,0.455
18,4.019197863366008,4.118363768757669,0.0,0.105,0.915,0.755,0.585,0.325,0.31,0.2,0.62,0.47
19,4.015810505716185,4.1170045132289115,0.0,0.115,0.915,0.755,0.52,0.345,0.305,0.195,0.57,0.48
20,4.009550452744967,4.11625712061133,0.0,0.11,0.88,0.745,0.55,0.315,0.265,0.175,0.615,0.46
21,4.003840244106852,4.114661785666011,0.0,0.12,0.86,0.735,0.55,0.34,0.285,0.195,0.64,0.485
22,3.998830766980863,4.115885532465104,0.0,0.105,0.915,0.76,0.56,0.34,0.275,0.2,0.625,0.445
23,3.9940954738977816,4.114944019542743,0.0,0.115,0.91,0.795,0.54,0.36,0.28,0.185,0.625,0.47
24,3.99196142177518,4.114702530173273,0.0,0.1,0.895,0.695,0.525,0.34,0.265,0.165,0.625,0.43
25,3.9854110774387883,4.1134375712390625,0.0,0.115,0.89,0.74,0.54,0.33,0.265,0.185,0.595,0.43
26,3.981423003219043,4.114206121714842,0.0,0.11,0.88,0.77,0.55,0.335,0.28,0.175,0.625,0.465
27,3.9777496288224836,4.113061799511889,0.0,0.11,0.885,0.725,0.52,0.325,0.25,0.2,0.61,0.46
28,3.9739478465990192,4.113235332423526,0.0,0.115,0.9,0.77,0.565,0.34,0.285,0.19,0.59,0.45
29,3.9714560995703385,4.113145320200613,0.0,0.115,0.88,0.74,0.58,0.34,0.26,0.175,0.59,0.465
30,3.9678243292727884,4.112343710379539,0.0,0.115,0.885,0.715,0.54,0.35,0.28,0.19,0.625,0.455
31,3.9660250651340876,4.113673762702123,0.0,0.12,0.875,0.745,0.55,0.335,0.285,0.195,0.615,0.465
32,3.9618086887784285,4.112381192235987,0.0,0.11,0.925,0.76,0.565,0.355,0.265,0.16,0.61,0.455
33,3.9607687810363807,4.11145856349765,0.0,0.115,0.89,0.73,0.53,0.325,0.25,0.195,0.625,0.42
34,3.9561022758711712,4.111718026353566,0.0,0.105,0.885,0.73,0.54,0.335,0.26,0.225,0.605,0.48
35,3.954150790867484,4.110995628803073,0.0,0.105,0.865,0.755,0.52,0.32,0.27,0.19,0.605,0.44
36,3.9512357910569067,4.1108170277059335,0.0,0.105,0.885,0.75,0.585,0.33,0.265,0.175,0.615,0.475
37,3.9479293773120747,4.111516589258874,0.0,0.115,0.91,0.74,0.53,0.32,0.265,0.17,0.6,0.455
