epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,5.447027629934332,5.309892957027142,0.0,0.005,0.585,0.365,0.175,0.06,0.055,0.01,0.17,0.09
2,4.555433302028205,5.4864092239966755,0.0,0.03,0.78,0.545,0.28,0.15,0.105,0.05,0.35,0.24
3,4.2970341743961455,4.811390225703899,0.0,0.06,0.835,0.65,0.415,0.2,0.145,0.125,0.45,0.29
4,4.096427843647619,4.540167776437906,0.0,0.075,0.84,0.645,0.435,0.245,0.195,0.115,0.505,0.37
5,3.9382511897753645,4.414627084365258,0.0,0.095,0.895,0.715,0.485,0.275,0.21,0.15,0.56,0.395
6,3.8077859970831103,4.349687186571268,0.0,0.1,0.855,0.73,0.51,0.305,0.225,0.145,0.59,0.44
7,3.6930913848261677,4.310678894703205,0.0,0.095,0.855,0.67,0.49,0.315,0.29,0.17,0.585,0.455
8,3.5887895332869664,4.2933490459735575,0.0,0.105,0.885,0.78,0.51,0.33,0.24,0.165,0.585,0.485
9,3.48932639245064,4.2864821920028096,0.0,0.12,0.855,0.76,0.495,0.345,0.25,0.16,0.585,0.47
10,3.399354640899166,4.289133122334113,0.0,0.11,0.86,0.72,0.5,0.355,0.29,0.165,0.61,0.46
11,3.3186251963338544,4.295891693005195,0.0,0.11,0.88,0.73,0.54,0.34,0.265,0.18,0.62,0.47
12,3.2377934071325485,4.311052372822394,0.0,0.115,0.87,0.725,0.54,0.33,0.25,0.22,0.585,0.445
13,3.1806423597438362,4.330648527695582,0.0,0.125,0.865,0.705,0.545,0.325,0.275,0.2,0.615,0.455
14,3.112970478816699,4.352805623641381,0.0,0.11,0.845,0.695,0.495,0.305,0.28,0.155,0.58,0.47
15,3.0502054881024105,4.375143417945275,0.0,0.115,0.875,0.685,0.5,0.31,0.24,0.18,0.615,0.455
16,2.9994125955848285,4.4014015931349535,0.0,0.1,0.88,0.715,0.51,0.32,0.225,0.175,0.62,0.45
17,2.9452404401635612,4.426090070834527,0.0,0.1,0.86,0.73,0.505,0.295,0.24,0.155,0.595,0.455
18,2.8917925850037607,4.4490897701336785,0.0,0.1,0.87,0.72,0.49,0.33,0.255,0.15,0.58,0.44
19,2.8559136400940597,4.475158718916086,0.0,0.095,0.85,0.755,0.52,0.32,0.21,0.14,0.595,0.435
