epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,8.167365468958373,7.906946585728572,0.0,0.005,0.485,0.215,0.11,0.025,0.005,0.01,0.105,0.05
2,5.152806984480991,5.636986677463238,0.0,0.005,0.495,0.205,0.085,0.025,0.02,0.015,0.1,0.055
3,5.026731362906835,5.047981069638179,0.0,0.005,0.49,0.22,0.11,0.025,0.03,0.01,0.095,0.06
4,4.962643951498052,4.9096496655390816,0.0,0.005,0.51,0.235,0.1,0.025,0.015,0.01,0.095,0.045
5,4.828006171154719,4.86712739100823,0.0,0.005,0.53,0.275,0.1,0.025,0.025,0.005,0.105,0.055
6,4.280913867745348,4.785010291979863,0.0,0.025,0.65,0.51,0.26,0.095,0.075,0.045,0.325,0.155
7,3.898520282519761,4.565664621499868,0.0,0.07,0.845,0.7,0.505,0.275,0.19,0.14,0.585,0.37
8,3.5955481052398683,4.303885088517116,0.0,0.13,0.915,0.795,0.605,0.38,0.27,0.195,0.65,0.51
9,3.237232619972639,4.1157624904926005,0.0,0.13,0.925,0.795,0.63,0.405,0.295,0.235,0.705,0.55
10,2.7658902727147585,4.05542240693019,0.0,0.13,0.895,0.795,0.63,0.375,0.27,0.195,0.69,0.54
11,2.20324624071839,4.147399957363422,0.0,0.11,0.93,0.77,0.57,0.35,0.32,0.195,0.68,0.5
12,1.6548316501802014,4.388423011853145,0.0,0.11,0.9,0.76,0.59,0.335,0.28,0.165,0.63,0.5
13,1.2206771401948826,4.766447599117573,0.0,0.115,0.88,0.74,0.49,0.335,0.29,0.135,0.62,0.47
14,0.8821852635952734,5.265267903988178,0.0,0.12,0.895,0.73,0.555,0.31,0.25,0.175,0.61,0.435
15,0.6818228897868946,5.824605758373554,0.0,0.115,0.86,0.65,0.54,0.315,0.235,0.155,0.625,0.435
16,0.5558704190997668,6.37517405473269,0.0,0.1,0.87,0.74,0.49,0.32,0.275,0.16,0.65,0.45
17,0.4750104235705509,6.861930893017695,0.0,0.1,0.84,0.735,0.47,0.305,0.245,0.16,0.61,0.435
18,0.41127406890674306,7.249612487279451,0.0,0.11,0.885,0.74,0.535,0.315,0.24,0.16,0.64,0.48
19,0.3684727502125566,7.55513768012707,0.0,0.115,0.9,0.71,0.535,0.32,0.265,0.165,0.635,0.44
20,0.3391621287151049,7.797474145889282,0.0,0.115,0.85,0.72,0.52,0.32,0.27,0.175,0.615,0.475
