epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,4.323940562928384,4.3132853304219045,0.0,0.02,0.705,0.39,0.21,0.06,0.055,0.02,0.215,0.105
2,3.8335190847316616,3.8201749385931554,0.0,0.05,0.82,0.605,0.34,0.15,0.13,0.075,0.375,0.265
3,3.612525625392994,3.603199104977469,0.0,0.065,0.79,0.66,0.45,0.2,0.14,0.085,0.445,0.315
4,3.444235179210028,3.4545486136379404,0.0,0.075,0.825,0.645,0.45,0.24,0.18,0.12,0.485,0.35
5,3.3001986010352695,3.339566605722802,0.0,0.095,0.845,0.69,0.45,0.26,0.22,0.16,0.515,0.375
6,3.1712821904377546,3.2439579739529862,0.0,0.085,0.85,0.7,0.47,0.28,0.215,0.155,0.525,0.38
7,3.0558304406032963,3.1522281271779637,0.0,0.085,0.855,0.73,0.445,0.25,0.2,0.16,0.5,0.385
8,2.9572413833829687,3.117034310968513,0.0,0.065,0.87,0.695,0.495,0.27,0.23,0.125,0.52,0.37
9,2.866324905227749,3.063185981196216,0.0,0.07,0.875,0.72,0.49,0.265,0.23,0.125,0.535,0.42
10,2.7903171700227785,3.014430975302672,0.0,0.095,0.87,0.7,0.485,0.3,0.22,0.165,0.58,0.405
11,2.712854000624006,2.982515561274993,0.0,0.08,0.84,0.68,0.55,0.28,0.225,0.155,0.58,0.41
12,2.6498635717833245,2.9586436666994014,0.0,0.075,0.885,0.74,0.52,0.275,0.18,0.15,0.585,0.435
13,2.5949581164019055,2.9545379989167566,0.0,0.08,0.895,0.69,0.53,0.255,0.21,0.11,0.585,0.43
14,2.532549099074267,2.932121653842111,0.0,0.07,0.84,0.74,0.49,0.275,0.215,0.14,0.59,0.435
15,2.4872406618544978,2.9121255915389104,0.0,0.06,0.89,0.7,0.505,0.28,0.2,0.1,0.58,0.395
16,2.4334166643724386,2.9283028749319224,0.0,0.06,0.85,0.7,0.51,0.265,0.17,0.11,0.605,0.38
17,2.390395817519602,2.9132479256034918,0.0,0.055,0.885,0.69,0.43,0.25,0.17,0.095,0.575,0.37
18,2.3445957883138275,2.923103171536046,0.0,0.06,0.835,0.67,0.505,0.24,0.205,0.125,0.515,0.39
19,2.3087383190714834,2.9193997260851736,0.0,0.08,0.855,0.69,0.545,0.265,0.19,0.115,0.56,0.405
20,2.268785287157755,2.9027257923387055,0.0,0.075,0.88,0.755,0.465,0.29,0.215,0.135,0.595,0.415
21,2.2355361935285494,2.906368147613656,0.0,0.07,0.84,0.735,0.52,0.275,0.175,0.11,0.56,0.39
22,2.2032637066184675,2.9440643216809654,0.0,0.065,0.905,0.725,0.495,0.275,0.21,0.12,0.58,0.41
23,2.1697764922054503,2.9412259505345273,0.0,0.065,0.805,0.69,0.455,0.265,0.21,0.095,0.495,0.375
24,2.138280780319958,2.94207501411438,0.0,0.065,0.82,0.655,0.47,0.245,0.205,0.115,0.52,0.34
25,2.114017826421311,2.927357037862142,0.0,0.07,0.84,0.68,0.53,0.295,0.23,0.135,0.585,0.435
26,2.0811680483544532,2.964365461952666,0.0,0.07,0.855,0.68,0.525,0.28,0.2,0.12,0.55,0.43
27,2.054580963364523,2.9462901873466296,0.0,0.07,0.855,0.715,0.555,0.285,0.24,0.13,0.565,0.42
28,2.027022113193745,2.9905891214680467,0.0,0.065,0.86,0.75,0.475,0.275,0.175,0.11,0.59,0.42
29,2.0011079442432687,2.9753535710848293,0.0,0.07,0.865,0.705,0.455,0.27,0.21,0.14,0.575,0.42
30,1.981364474697733,3.0222794540926943,0.0,0.055,0.885,0.71,0.49,0.285,0.185,0.145,0.58,0.43
