epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,4.70378859260694,4.3415340737723485,0.0,0.04,0.795,0.585,0.375,0.145,0.125,0.065,0.42,0.25
2,4.328486962120213,4.218922382772225,0.0,0.045,0.855,0.59,0.37,0.13,0.1,0.06,0.365,0.225
3,4.236568171443748,4.174141326687367,0.0,0.045,0.86,0.615,0.33,0.12,0.1,0.08,0.395,0.23
4,4.182222717866565,4.145752290799383,0.0,0.03,0.835,0.51,0.33,0.145,0.085,0.06,0.405,0.25
5,4.142218979761695,4.125318327175189,0.0,0.025,0.785,0.605,0.37,0.13,0.115,0.05,0.37,0.24
6,4.114803999847507,4.111550454418035,0.0,0.04,0.8,0.625,0.305,0.13,0.09,0.06,0.42,0.24
7,4.0928436317799255,4.100738834413848,0.0,0.035,0.775,0.59,0.365,0.15,0.11,0.055,0.415,0.245
8,4.072051764502801,4.0910185606182905,0.0,0.045,0.79,0.655,0.37,0.145,0.12,0.055,0.4,0.255
9,4.0567329982451374,4.083465247706794,0.0,0.035,0.815,0.62,0.35,0.155,0.13,0.05,0.415,0.28
10,4.04242068588933,4.078465397777475,0.0,0.045,0.795,0.55,0.365,0.135,0.095,0.075,0.42,0.235
11,4.031199904816377,4.073735045772765,0.0,0.03,0.865,0.635,0.385,0.15,0.125,0.045,0.395,0.26
12,4.0188060104135,4.07117407874488,0.0,0.03,0.825,0.6,0.305,0.135,0.1,0.065,0.405,0.275
13,4.010015083168092,4.067620012381558,0.0,0.025,0.845,0.615,0.365,0.14,0.135,0.07,0.405,0.27
14,4.001349531060705,4.065728731421442,0.0,0.025,0.82,0.525,0.35,0.135,0.135,0.07,0.4,0.235
15,3.9916376725828826,4.064173929681082,0.0,0.02,0.79,0.535,0.355,0.135,0.1,0.05,0.405,0.275
16,3.986453800411015,4.060908787751914,0.0,0.03,0.815,0.615,0.295,0.14,0.1,0.07,0.38,0.24
17,3.9782215598320994,4.059088357528392,0.0,0.02,0.785,0.605,0.36,0.14,0.15,0.065,0.405,0.27
18,3.972227846556626,4.0583495464447745,0.0,0.025,0.815,0.57,0.375,0.135,0.115,0.045,0.405,0.23
19,3.9663382236090676,4.057207992660129,0.0,0.03,0.785,0.595,0.325,0.145,0.1,0.065,0.385,0.24
20,3.961902483080314,4.0561472796575195,0.0,0.025,0.83,0.635,0.39,0.14,0.08,0.05,0.415,0.255
21,3.9559075009919673,4.05622678969551,0.0,0.03,0.785,0.63,0.375,0.15,0.1,0.055,0.395,0.255
22,3.949868503849414,4.053754560937185,0.0,0.03,0.83,0.57,0.405,0.165,0.12,0.065,0.385,0.255
23,3.944051427073417,4.05430863087781,0.0,0.035,0.8,0.57,0.35,0.145,0.09,0.075,0.37,0.235
24,3.941412812320456,4.053465804828595,0.0,0.025,0.82,0.585,0.33,0.145,0.1,0.055,0.365,0.25
25,3.9366338978643003,4.052674734541275,0.0,0.03,0.81,0.565,0.36,0.15,0.12,0.06,0.405,0.22
26,3.9324138939693905,4.052752372532955,0.0,0.035,0.78,0.62,0.355,0.135,0.145,0.05,0.405,0.25
