epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,5.307734129591759,4.794703796186161,0.0,0.005,0.685,0.445,0.2,0.08,0.04,0.02,0.225,0.12
2,4.304106683749305,4.122059013198886,0.0,0.085,0.895,0.735,0.545,0.305,0.255,0.145,0.66,0.47
3,3.9702290780682117,3.8435087848630585,0.0,0.1,0.905,0.78,0.595,0.34,0.24,0.17,0.675,0.475
4,3.707129937464463,3.7163213995393254,0.0,0.11,0.9,0.75,0.54,0.345,0.3,0.185,0.635,0.475
5,3.499391921330911,3.6718064098910714,0.0,0.13,0.89,0.7,0.505,0.315,0.25,0.165,0.615,0.44
6,3.3297731807456312,3.6785347088212106,0.0,0.105,0.925,0.715,0.53,0.32,0.27,0.14,0.57,0.45
7,3.1811538695491675,3.710166335617524,0.0,0.1,0.855,0.69,0.515,0.31,0.235,0.16,0.6,0.44
8,3.0483106371323228,3.75265486736666,0.0,0.1,0.87,0.7,0.55,0.3,0.27,0.165,0.56,0.455
9,2.9307512985253186,3.80605602699288,0.0,0.095,0.875,0.715,0.565,0.31,0.225,0.15,0.58,0.44
10,2.8263066996243147,3.864676798617891,0.0,0.085,0.905,0.685,0.54,0.32,0.2,0.19,0.585,0.435
11,2.730574923500283,3.923719672686041,0.0,0.09,0.88,0.73,0.51,0.305,0.22,0.17,0.6,0.425
12,2.646245846182208,3.9868432917820025,0.0,0.095,0.85,0.705,0.525,0.3,0.275,0.15,0.59,0.425
13,2.5645693148429807,4.051908703832667,0.0,0.095,0.85,0.71,0.505,0.31,0.225,0.175,0.59,0.435
14,2.488445715362013,4.114541987748617,0.0,0.1,0.865,0.73,0.535,0.3,0.24,0.18,0.615,0.45
15,2.4224505037482253,4.1820465530960345,0.0,0.1,0.86,0.725,0.54,0.305,0.22,0.155,0.61,0.41
