epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,4.176992533535793,4.174031954545241,0.0,0.005,0.475,0.23,0.085,0.025,0.03,0.005,0.105,0.05
2,4.122252735598334,4.164198013452383,0.0,0.01,0.52,0.21,0.12,0.025,0.015,0.01,0.1,0.06
3,3.817602944785151,4.143477274821355,0.0,0.01,0.605,0.32,0.115,0.035,0.03,0.025,0.135,0.07
4,3.56157839092715,4.048127055168152,0.0,0.015,0.72,0.485,0.225,0.085,0.07,0.035,0.235,0.13
5,3.3004945187733092,3.8746079206466675,0.0,0.03,0.735,0.515,0.295,0.105,0.065,0.05,0.335,0.18
6,3.0511811930557777,3.6854882331994863,0.0,0.035,0.805,0.535,0.345,0.135,0.095,0.055,0.375,0.215
7,2.77534248705568,3.520131074465238,0.0,0.035,0.835,0.6,0.355,0.135,0.11,0.065,0.405,0.245
8,2.4588424902537773,3.3975383134988637,0.0,0.04,0.775,0.61,0.395,0.155,0.135,0.07,0.405,0.29
9,2.121093489486596,3.3140532878729014,0.0,0.05,0.82,0.655,0.43,0.185,0.12,0.09,0.425,0.315
10,1.794659257962786,3.263471007347107,0.0,0.055,0.85,0.635,0.43,0.21,0.17,0.09,0.465,0.325
11,1.4940273391789403,3.2442352863458486,0.0,0.07,0.88,0.65,0.42,0.225,0.165,0.14,0.47,0.31
12,1.2331170583593434,3.2503913732675405,0.0,0.07,0.86,0.665,0.465,0.235,0.18,0.1,0.52,0.31
13,1.0203161324406493,3.275755056968102,0.0,0.065,0.845,0.7,0.48,0.225,0.155,0.12,0.525,0.345
14,0.8432041154853229,3.3153569239836473,0.0,0.07,0.85,0.675,0.465,0.25,0.21,0.125,0.525,0.32
15,0.7037938142131115,3.3638152067477884,0.0,0.075,0.86,0.655,0.49,0.265,0.155,0.125,0.535,0.335
16,0.5895113098467218,3.4183457356232863,0.0,0.07,0.855,0.69,0.45,0.26,0.21,0.13,0.52,0.34
17,0.5102900422081865,3.473453264970046,0.0,0.07,0.89,0.64,0.49,0.255,0.195,0.13,0.515,0.36
18,0.4404697460604125,3.52696339900677,0.0,0.07,0.85,0.68,0.46,0.27,0.225,0.125,0.535,0.365
19,0.38407013950676755,3.5788836020689745,0.0,0.065,0.875,0.715,0.475,0.26,0.2,0.15,0.54,0.36
20,0.34352619727623873,3.6274438546254086,0.0,0.075,0.815,0.645,0.48,0.28,0.175,0.12,0.52,0.365
21,0.31156567079496794,3.673503903242258,0.0,0.085,0.845,0.705,0.445,0.285,0.23,0.125,0.55,0.375
