epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,4.167678568897577,4.17397875052232,0.0,0.005,0.485,0.215,0.11,0.025,0.02,0.01,0.085,0.05
2,3.750910474308606,4.152114198758052,0.0,0.005,0.55,0.245,0.13,0.045,0.025,0.01,0.115,0.08
3,3.3303299916201623,3.9519244249050436,0.0,0.02,0.78,0.52,0.275,0.11,0.085,0.05,0.315,0.18
4,3.0090277215530135,3.6879233488669763,0.0,0.03,0.8,0.63,0.36,0.165,0.13,0.055,0.445,0.27
5,2.71657209252489,3.460594278115493,0.0,0.04,0.82,0.68,0.425,0.2,0.16,0.105,0.49,0.345
6,2.412261319571528,3.256104450959426,0.0,0.06,0.865,0.705,0.505,0.24,0.21,0.085,0.555,0.415
7,2.1090514151186777,3.086284536581773,0.0,0.085,0.89,0.72,0.54,0.295,0.22,0.145,0.6,0.44
8,1.813592308040323,2.9503315687179565,0.0,0.09,0.865,0.745,0.56,0.325,0.275,0.15,0.635,0.46
9,1.5396862739119037,2.8493163035466123,0.0,0.115,0.9,0.76,0.52,0.33,0.205,0.18,0.635,0.485
10,1.2965195220092247,2.7794702511567335,0.0,0.135,0.92,0.805,0.58,0.355,0.26,0.2,0.68,0.515
11,1.0892015559406116,2.7355002531638513,0.0,0.145,0.935,0.765,0.63,0.38,0.285,0.2,0.68,0.475
12,0.9079052700564779,2.7134267275150004,0.0,0.165,0.88,0.74,0.635,0.385,0.32,0.225,0.64,0.515
13,0.7667675051709701,2.707942944306594,0.0,0.165,0.91,0.78,0.605,0.38,0.28,0.215,0.675,0.5
14,0.6494875672305452,2.7152294562413144,0.0,0.17,0.895,0.8,0.59,0.38,0.29,0.25,0.66,0.505
15,0.5639077987650345,2.7290365054057193,0.0,0.17,0.925,0.815,0.625,0.39,0.29,0.245,0.7,0.535
16,0.4825549956796498,2.749851254316477,0.0,0.175,0.91,0.785,0.53,0.38,0.33,0.235,0.69,0.495
17,0.4195960892428612,2.7711820419018087,0.0,0.17,0.9,0.81,0.57,0.38,0.355,0.235,0.685,0.525
18,0.3622944077541088,2.7949544466458836,0.0,0.18,0.895,0.76,0.59,0.36,0.35,0.25,0.71,0.54
19,0.32784535491774824,2.815418087519132,0.0,0.175,0.925,0.79,0.615,0.385,0.305,0.23,0.695,0.535
20,0.29570472311100054,2.8351631347949686,0.0,0.16,0.865,0.785,0.63,0.395,0.295,0.235,0.705,0.535
21,0.27329849882115576,2.856938334611746,0.0,0.16,0.89,0.775,0.58,0.41,0.335,0.225,0.715,0.535
22,0.2454800015508101,2.87365028491387,0.0,0.165,0.9,0.755,0.575,0.415,0.335,0.2,0.69,0.52
23,0.2201297558715631,2.8917325184895444,0.0,0.165,0.875,0.745,0.6,0.415,0.36,0.26,0.68,0.54
