epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,5.371198924716671,4.856660990755957,0.0,0.005,0.485,0.245,0.08,0.02,0.025,0.015,0.11,0.065
2,4.411008429367805,4.167528884605277,0.0,0.09,0.835,0.695,0.435,0.215,0.185,0.12,0.495,0.315
3,3.9793559284911906,3.819735235922326,0.0,0.06,0.81,0.585,0.39,0.13,0.115,0.07,0.415,0.245
4,3.6950952889414648,3.6695627628989484,0.0,0.06,0.83,0.58,0.385,0.18,0.15,0.09,0.43,0.28
5,3.4787132537826304,3.6221608527228555,0.0,0.06,0.81,0.59,0.37,0.185,0.145,0.1,0.41,0.28
6,3.2966609946632293,3.6225758765388454,0.0,0.07,0.805,0.61,0.38,0.205,0.185,0.1,0.42,0.275
7,3.137712456367828,3.6522222271293017,0.0,0.065,0.795,0.6,0.375,0.18,0.135,0.085,0.415,0.28
8,2.994586120651945,3.7017155143836025,0.0,0.075,0.805,0.59,0.385,0.205,0.14,0.105,0.42,0.305
9,2.870481373531307,3.7619086150959324,0.0,0.075,0.825,0.585,0.35,0.205,0.15,0.11,0.415,0.3
10,2.761913352757621,3.8236286476446324,0.0,0.055,0.815,0.585,0.365,0.16,0.14,0.085,0.41,0.3
11,2.66198370175332,3.8908309317453735,0.0,0.06,0.8,0.58,0.405,0.165,0.12,0.08,0.435,0.28
12,2.573238952246455,3.9580438034728873,0.0,0.06,0.765,0.56,0.38,0.18,0.145,0.09,0.42,0.295
13,2.4941746912045852,4.025812008350192,0.0,0.055,0.79,0.53,0.35,0.175,0.165,0.095,0.39,0.28
14,2.4234304205401913,4.0871004961079285,0.0,0.04,0.795,0.61,0.37,0.2,0.14,0.08,0.43,0.29
15,2.3605986841546254,4.146678696374525,0.0,0.035,0.86,0.585,0.385,0.165,0.12,0.08,0.395,0.27
