epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,5.369770481321041,4.856731535027468,0.0,0.005,0.47,0.285,0.11,0.025,0.02,0.015,0.1,0.05
2,4.544279977686372,4.2616046186168814,0.0,0.065,0.795,0.615,0.36,0.18,0.155,0.095,0.485,0.285
3,4.03860253673732,3.877746716589375,0.0,0.07,0.82,0.635,0.46,0.245,0.16,0.105,0.465,0.345
4,3.7554021426153934,3.7163321439800345,0.0,0.09,0.855,0.625,0.43,0.28,0.23,0.145,0.485,0.385
5,3.542425456710028,3.646900325885658,0.0,0.1,0.815,0.63,0.455,0.265,0.215,0.15,0.5,0.355
6,3.3638830172406164,3.633829705193319,0.0,0.09,0.825,0.645,0.425,0.245,0.22,0.125,0.5,0.35
7,3.2064332635677206,3.65370986748151,0.0,0.07,0.85,0.69,0.47,0.265,0.165,0.11,0.52,0.34
8,3.0648163576987275,3.6954509679851615,0.0,0.075,0.86,0.65,0.425,0.25,0.2,0.11,0.51,0.375
9,2.9392477975641205,3.746317062255139,0.0,0.095,0.855,0.62,0.49,0.25,0.22,0.145,0.505,0.34
10,2.8263322076783814,3.8030814490093183,0.0,0.075,0.82,0.63,0.465,0.21,0.16,0.115,0.485,0.325
11,2.725211899530016,3.8628198793517674,0.0,0.085,0.82,0.655,0.45,0.19,0.175,0.1,0.545,0.335
12,2.637078194799346,3.9263890940743966,0.0,0.075,0.84,0.64,0.46,0.19,0.17,0.12,0.505,0.355
13,2.5569683513855512,3.98559405005541,0.0,0.075,0.845,0.625,0.445,0.195,0.145,0.085,0.525,0.325
14,2.4858185294365915,4.045738426912496,0.0,0.07,0.845,0.635,0.465,0.175,0.13,0.1,0.505,0.325
15,2.4222240584977666,4.103175694338754,0.0,0.085,0.82,0.6,0.435,0.195,0.18,0.11,0.51,0.325
16,2.3629310502996868,4.163819946956226,0.0,0.09,0.805,0.63,0.395,0.19,0.175,0.105,0.495,0.32
