epoch,train_loss,val_loss,test_loss,test_accuracy,v2_acc,v4_acc,v10_acc,top5_acc,v50_acc,v100_acc,v50_top5_acc,v100_top5_acc
1,5.233147548347391,5.173354809100811,0.0,0.005,0.71,0.44,0.27,0.075,0.07,0.005,0.305,0.16
2,4.208854829111407,5.147940819080059,0.0,0.05,0.905,0.67,0.475,0.27,0.23,0.12,0.585,0.41
3,3.8633260588492115,4.451228380203247,0.0,0.15,0.93,0.795,0.64,0.375,0.32,0.19,0.695,0.54
4,3.6303285875628073,4.158679173542903,0.0,0.175,0.93,0.84,0.675,0.425,0.34,0.235,0.745,0.61
5,3.4586685360118907,4.015922587651473,0.0,0.145,0.925,0.84,0.68,0.455,0.325,0.235,0.77,0.645
6,3.318513993294008,3.9356629298283505,0.0,0.155,0.96,0.86,0.71,0.495,0.39,0.265,0.76,0.625
7,3.2025927697458574,3.889768362045288,0.0,0.16,0.915,0.825,0.7,0.5,0.395,0.27,0.785,0.625
8,3.086029117338119,3.8653202102734494,0.0,0.155,0.95,0.895,0.715,0.5,0.385,0.27,0.825,0.625
9,2.9941643868723222,3.85053472335522,0.0,0.175,0.955,0.85,0.685,0.51,0.365,0.29,0.81,0.665
10,2.9159858288303497,3.8457267100994406,0.0,0.185,0.95,0.83,0.73,0.54,0.4,0.245,0.82,0.66
11,2.8393136732039914,3.848289595200465,0.0,0.195,0.945,0.87,0.735,0.525,0.375,0.285,0.82,0.675
12,2.7651928711962954,3.8528015659405637,0.0,0.205,0.91,0.845,0.715,0.53,0.4,0.295,0.795,0.67
13,2.713073670479559,3.8605510684160085,0.0,0.21,0.93,0.85,0.73,0.52,0.42,0.315,0.82,0.69
14,2.6501297320089034,3.869118121954111,0.0,0.21,0.9,0.81,0.7,0.535,0.42,0.29,0.835,0.665
15,2.592170475887996,3.8772191130197964,0.0,0.205,0.945,0.875,0.66,0.525,0.4,0.305,0.84,0.67
16,2.5439631092932915,3.889327952494988,0.0,0.2,0.945,0.875,0.715,0.525,0.42,0.295,0.825,0.675
17,2.50062181667615,3.89944157233605,0.0,0.205,0.935,0.85,0.745,0.535,0.415,0.305,0.805,0.67
18,2.456839758093639,3.9103841048020582,0.0,0.215,0.935,0.83,0.72,0.53,0.425,0.33,0.77,0.66
19,2.4219502205489785,3.9292584428420434,0.0,0.195,0.94,0.845,0.72,0.505,0.43,0.29,0.79,0.67
20,2.38748020843793,3.9411331552725573,0.0,0.18,0.935,0.86,0.75,0.51,0.41,0.315,0.81,0.675
